sid,year,date,type,stimulus,response,rt1,rt2
99,2011,2011-03-14.1043,train,3,0,3.520,3.544
99,2011,2011-03-14.1043,train,7,7,2.762,5.420
99,2011,2011-03-14.1043,train,22,22,2.204,3.583
99,2011,2011-03-14.1043,train,164,164,3.120,6.737
99,2011,2011-03-14.1043,train,50,50,1.672,3.152
99,2011,2011-03-14.1043,test,15,61,2.382,6.286
99,2011,2011-03-14.1043,test,60,18,4.825,7.971
99,2011,2011-03-14.1043,test,15,52,3.304,4.936
99,2011,2011-03-14.1043,test,30,65,5.658,9.122
99,2011,2011-03-14.1043,test,4,4,2.650,3.802
99,2011,2011-03-14.1043,test,75,98,1.601,4.169
99,2011,2011-03-14.1043,test,8,6,1.404,2.551
99,2011,2011-03-14.1043,test,4,2,2.892,3.216
99,2011,2011-03-14.1043,test,5,5,2.140,2.651
99,2011,2011-03-14.1043,test,15,9,1.362,1.934
99,2011,2011-03-14.1043,test,8,6,1.302,2.968
99,2011,2011-03-14.1043,test,90,89,1.855,2.701
99,2011,2011-03-14.1043,test,8,50,1.651,6.870
99,2011,2011-03-14.1043,test,50,78,2.215,3.068
99,2011,2011-03-14.1043,test,3,3,2.580,3.099
99,2011,2011-03-14.1043,test,8,9,1.408,1.882
99,2011,2011-03-14.1043,test,3,0,2.382,2.401
99,2011,2011-03-14.1043,test,4,4,4.014,4.569
99,2011,2011-03-14.1043,test,30,8,1.783,3.368
99,2011,2011-03-14.1043,test,30,98,3.200,5.103
99,2011,2011-03-14.1043,test,75,48,2.003,3.585
99,2011,2011-03-14.1043,test,20,9,0.988,3.268
99,2011,2011-03-14.1043,test,8,5,1.209,1.983
99,2011,2011-03-14.1043,test,30,19,3.290,4.217
99,2011,2011-03-14.1043,test,15,65,2.385,3.252
99,2011,2011-03-14.1043,test,8,9,1.167,2.733
99,2011,2011-03-14.1043,test,60,56,1.922,2.749
99,2011,2011-03-14.1043,test,30,546,1.597,4.919
99,2011,2011-03-14.1043,test,50,89,3.289,5.551
99,2011,2011-03-14.1043,test,60,65,1.088,1.849
99,2011,2011-03-14.1043,test,20,18,2.343,3.735
99,2011,2011-03-14.1043,test,3,3,1.217,1.565
99,2011,2011-03-14.1043,test,60,15,3.061,5.054
99,2011,2011-03-14.1043,test,15,8,2.041,2.516
99,2011,2011-03-14.1043,test,90,65,1.268,3.483
99,2011,2011-03-14.1043,test,40,94,2.097,4.469
99,2011,2011-03-14.1043,test,25,25,3.070,4.353
99,2011,2011-03-14.1043,test,60,98,1.839,2.601
99,2011,2011-03-14.1043,test,30,81,1.463,5.019
99,2011,2011-03-14.1043,test,50,58,1.438,2.451
99,2011,2011-03-14.1043,test,3,3,0.956,1.451
99,2011,2011-03-14.1043,test,90,56,1.190,2.268
99,2011,2011-03-14.1043,test,30,89,2.332,3.385
99,2011,2011-03-14.1043,test,60,158,2.525,4.436
99,2011,2011-03-14.1043,test,90,200,2.138,4.619
99,2011,2011-03-14.1043,test,60,800,1.787,3.283
99,2011,2011-03-14.1043,test,60,1800,3.327,5.503
99,2011,2011-03-14.1043,test,3,3,1.218,1.784
99,2011,2011-03-14.1043,test,12,2,1.732,2.434
99,2011,2011-03-14.1043,test,50,52,2.755,3.917
99,2011,2011-03-14.1043,test,30,56,2.784,5.570
99,2011,2011-03-14.1043,test,7,5,1.582,2.118
99,2011,2011-03-14.1043,test,12,0,1.386,2.234
99,2011,2011-03-14.1043,test,30,58,4.009,6.153
99,2011,2011-03-14.1043,test,30,32,2.050,3.900
99,2011,2011-03-14.1043,test,75,100,2.589,7.104
99,2011,2011-03-14.1043,test,30,189000,2.527,7.602
99,2011,2011-03-14.1043,test,60,1800,2.637,6.170
99,2011,2011-03-14.1043,test,60,32,1.317,2.484
99,2011,2011-03-14.1043,test,3,3,1.074,1.417
99,2011,2011-03-14.1043,test,7,6,1.226,1.701
99,2011,2011-03-14.1043,test,60,56,1.479,2.284
99,2011,2011-03-14.1043,test,50,2,0.836,1.149
99,2011,2011-03-14.1043,test,7,0,1.600,1.615
99,2011,2011-03-14.1043,test,7,6,1.224,1.632
99,2011,2011-03-14.1043,test,60,56,1.807,3.118
99,2011,2011-03-14.1043,test,40,62,1.531,4.169
99,2011,2011-03-14.1043,test,30,212,2.364,5.403
99,2011,2011-03-14.1043,test,15,9,2.075,2.766
99,2011,2011-03-14.1043,test,15,985600,2.844,5.887
99,2011,2011-03-14.1043,test,15,7,3.175,4.269
99,2011,2011-03-14.1043,test,4,4,2.356,2.785
99,2011,2011-03-14.1043,test,90,87,3.229,4.736
99,2011,2011-03-14.1043,test,90,56,1.910,2.585
99,2011,2011-03-14.1043,test,60,69,1.240,2.818
99,2011,2011-03-14.1043,test,5,4,2.078,2.549
99,2011,2011-03-14.1043,test,90,69,1.224,2.751
