sid,year,date,type,stimulus,response,rt1,rt2
29,2011,2011-03-11.1606,train,3,3,2.876,4.123
29,2011,2011-03-11.1606,train,7,7,7.169,8.485
29,2011,2011-03-11.1606,train,22,22,1.045,3.820
29,2011,2011-03-11.1606,train,164,164,2.131,6.360
29,2011,2011-03-11.1606,train,50,50,1.949,4.184
29,2011,2011-03-11.1606,test,3,0,0.054,0.065
29,2011,2011-03-11.1606,test,30,3,2.809,4.101
29,2011,2011-03-11.1606,test,5,5,3.700,4.450
29,2011,2011-03-11.1606,test,90,11,2.210,3.869
29,2011,2011-03-11.1606,test,90,20,2.365,3.753
29,2011,2011-03-11.1606,test,15,60,1.773,3.520
29,2011,2011-03-11.1606,test,60,20,1.725,2.972
29,2011,2011-03-11.1606,test,60,30,1.929,3.520
29,2011,2011-03-11.1606,test,3,3,1.362,1.943
29,2011,2011-03-11.1606,test,3,3,0.835,1.478
29,2011,2011-03-11.1606,test,60,8,2.109,2.889
29,2011,2011-03-11.1606,test,20,8,1.204,2.341
29,2011,2011-03-11.1606,test,8,6,1.327,1.876
29,2011,2011-03-11.1606,test,8,6,0.571,1.162
29,2011,2011-03-11.1606,test,90,10,1.993,3.537
29,2011,2011-03-11.1606,test,15,10,1.185,2.042
29,2011,2011-03-11.1606,test,7,5,1.551,2.192
29,2011,2011-03-11.1606,test,3,3,1.463,1.876
29,2011,2011-03-11.1606,test,25,10,2.907,4.218
29,2011,2011-03-11.1606,test,15,52,2.282,3.155
29,2011,2011-03-11.1606,test,8,6,1.935,2.391
29,2011,2011-03-11.1606,test,15,78,2.768,3.769
29,2011,2011-03-11.1606,test,3,3,0.967,1.262
29,2011,2011-03-11.1606,test,25,10,2.242,3.006
29,2011,2011-03-11.1606,test,40,5,1.798,2.408
29,2011,2011-03-11.1606,test,20,56,1.519,2.491
29,2011,2011-03-11.1606,test,50,102,1.965,3.686
29,2011,2011-03-11.1606,test,5,3,2.470,2.740
29,2011,2011-03-11.1606,test,30,5,1.091,1.594
29,2011,2011-03-11.1606,test,15,6,1.097,1.577
29,2011,2011-03-11.1606,test,30,8,0.888,1.511
29,2011,2011-03-11.1606,test,90,821,0.913,4.135
29,2011,2011-03-11.1606,test,12,36,1.131,2.657
29,2011,2011-03-11.1606,test,4,4,2.523,3.454
29,2011,2011-03-11.1606,test,60,9,2.181,3.122
29,2011,2011-03-11.1606,test,3,1,1.932,2.873
29,2011,2011-03-11.1606,test,3,3,1.091,1.677
29,2011,2011-03-11.1606,test,40,10,1.990,2.789
29,2011,2011-03-11.1606,test,90,20,1.857,2.657
29,2011,2011-03-11.1606,test,60,30,0.856,2.076
29,2011,2011-03-11.1606,test,30,102,1.701,3.089
29,2011,2011-03-11.1606,test,5,3,1.581,1.943
29,2011,2011-03-11.1606,test,60,10,1.590,2.292
29,2011,2011-03-11.1606,test,40,10,0.834,1.577
29,2011,2011-03-11.1606,test,30,56,1.409,2.192
29,2011,2011-03-11.1606,test,15,52,0.426,1.245
29,2011,2011-03-11.1606,test,12,10,2.108,2.790
29,2011,2011-03-11.1606,test,90,200,1.679,3.819
29,2011,2011-03-11.1606,test,60,200,0.956,2.607
29,2011,2011-03-11.1606,test,60,63,1.326,1.843
29,2011,2011-03-11.1606,test,12,302,0.323,1.992
29,2011,2011-03-11.1606,test,20,89,2.091,3.171
29,2011,2011-03-11.1606,test,90,8,0.274,1.096
29,2011,2011-03-11.1606,test,4,4,2.168,2.756
29,2011,2011-03-11.1606,test,7,6,1.932,2.507
29,2011,2011-03-11.1606,test,60,100,2.377,4.633
29,2011,2011-03-11.1606,test,60,0,1.560,1.577
29,2011,2011-03-11.1606,test,8,6,2.399,2.889
29,2011,2011-03-11.1606,test,4,4,1.998,2.756
29,2011,2011-03-11.1606,test,3,3,1.018,1.411
29,2011,2011-03-11.1606,test,50,102,1.375,2.474
29,2011,2011-03-11.1606,test,90,20000000,1.317,3.587
29,2011,2011-03-11.1606,test,8,10,2.355,4.433
29,2011,2011-03-11.1606,test,15,10,1.201,2.291
29,2011,2011-03-11.1606,test,30,10,1.143,2.125
29,2011,2011-03-11.1606,test,3,2,1.769,2.507
29,2011,2011-03-11.1606,test,20,9,2.190,2.873
29,2011,2011-03-11.1606,test,50,9,1.206,2.225
29,2011,2011-03-11.1606,test,50,9,2.197,3.155
29,2011,2011-03-11.1606,test,90,23,6.994,7.970
29,2011,2011-03-11.1606,test,3,63,1.856,3.122
29,2011,2011-03-11.1606,test,60,263,3.119,4.732
29,2011,2011-03-11.1606,test,75,63,1.227,1.810
29,2011,2011-03-11.1606,test,60,2000,1.401,5.330
29,2011,2011-03-11.1606,test,8,6,1.695,2.192
29,2011,2011-03-11.1606,test,7,6,1.120,1.428
29,2011,2011-03-11.1606,test,3,3,0.964,1.245
29,2011,2011-03-11.1606,test,60,10,1.143,1.909
29,2011,2011-03-11.1606,test,90,102,1.098,2.208
29,2011,2011-03-11.1606,test,120,10,1.785,5.861
29,2011,2011-03-11.1606,test,60,0,4.820,5.778
29,2011,2011-03-11.1606,test,15,9,2.673,3.321
29,2011,2011-03-11.1606,test,40,9,1.569,4.517
29,2011,2011-03-11.1606,test,3,3,1.589,2.972
29,2011,2011-03-11.1606,test,60,10,0.800,1.577
29,2011,2011-03-11.1606,test,3,3,0.847,1.411
29,2011,2011-03-11.1606,test,3,3,0.788,1.179
29,2011,2011-03-11.1606,test,30,10,1.346,3.802
29,2011,2011-03-11.1606,test,4,4,1.735,2.242
29,2011,2011-03-11.1606,test,3,3,1.110,1.378
29,2011,2011-03-11.1606,test,15,6,1.468,1.893
29,2011,2011-03-11.1606,test,8,7,2.144,2.590
29,2011,2011-03-11.1606,test,5,5,1.785,2.275
29,2011,2011-03-11.1606,test,50,63,1.271,2.076
29,2011,2011-03-11.1606,test,60,6320000,2.843,5.994
29,2011,2011-03-11.1606,test,8,20000000000000000,1.209,4.682
29,2011,2011-03-11.1606,test,50,0,0.615,0.631
29,2011,2011-03-11.1606,test,75,0,2.512,2.524
29,2011,2011-03-11.1606,test,4,0,0.425,0.448
29,2011,2011-03-11.1606,test,8,32,1.077,1.926
29,2011,2011-03-11.1606,test,120,3652000000,1.158,9.814
29,2011,2011-03-11.1606,test,75,0,0.042,0.050
29,2011,2011-03-11.1606,test,4,0,0.252,0.266
29,2011,2011-03-11.1606,test,30,10,18.430,22.367
29,2011,2011-03-11.1606,test,8,6,1.512,2.242
29,2011,2011-03-11.1606,test,120,20,18.128,21.570
29,2011,2011-03-11.1606,test,40,9,2.412,3.885
29,2011,2011-03-11.1606,test,90,15,4.255,5.911
29,2011,2011-03-11.1606,test,30,12,3.520,5.048
29,2011,2011-03-11.1606,test,3,10,4.440,5.961
29,2011,2011-03-11.1606,test,7,6,3.487,4.334
29,2011,2011-03-11.1606,test,60,20,33.154,35.236
29,2011,2011-03-11.1606,test,15,23,3.046,4.699
29,2011,2011-03-11.1606,test,4,4,2.499,2.939
29,2011,2011-03-11.1606,test,5,4,1.216,1.661
29,2011,2011-03-11.1606,test,12,6,1.028,1.561
29,2011,2011-03-11.1606,test,15,8,1.947,2.507
29,2011,2011-03-11.1606,test,7,9,1.816,2.590
29,2011,2011-03-11.1606,test,30,23,1.898,3.886
29,2011,2011-03-11.1606,test,25,6,1.109,1.644
29,2011,2011-03-11.1606,test,25,6,1.554,1.909
29,2011,2011-03-11.1606,test,15,6,2.188,2.723
