sid,year,date,type,stimulus,response,rt1,rt2
64,2013,2013-03-21.1603,train,3,3,1.652,4.219
64,2013,2013-03-21.1603,train,7,7,1.830,3.108
64,2013,2013-03-21.1603,train,22,22,1.556,3.760
64,2013,2013-03-21.1603,train,164,164,1.382,3.960
64,2013,2013-03-21.1603,train,50,50,0.872,2.556
64,2013,2013-03-21.1603,test,25,32,2.444,13.533
64,2013,2013-03-21.1603,test,50,52,2.413,3.826
64,2013,2013-03-21.1603,test,15,68,1.347,2.774
64,2013,2013-03-21.1603,test,90,65,1.188,2.139
64,2013,2013-03-21.1603,test,3,3,3.073,3.893
64,2013,2013-03-21.1603,test,60,34,2.679,10.610
64,2013,2013-03-21.1603,test,30,41,2.437,4.946
64,2013,2013-03-21.1603,test,15,20,4.010,4.845
64,2013,2013-03-21.1603,test,90,98,1.943,4.244
64,2013,2013-03-21.1603,test,3,3,1.250,2.105
64,2013,2013-03-21.1603,test,90,25,1.576,2.456
64,2013,2013-03-21.1603,test,8,0,0.456,0.468
64,2013,2013-03-21.1603,test,3,58,1.467,2.356
64,2013,2013-03-21.1603,test,8,54,2.663,4.077
64,2013,2013-03-21.1603,test,12,1,1.298,10.994
64,2013,2013-03-21.1603,test,90,25,3.063,5.715
64,2013,2013-03-21.1603,test,75,52,3.188,3.693
64,2013,2013-03-21.1603,test,8,65,2.087,2.657
64,2013,2013-03-21.1603,test,3,84,2.414,3.074
64,2013,2013-03-21.1603,test,8,32,1.211,1.788
64,2013,2013-03-21.1603,test,3,3,1.519,1.805
64,2013,2013-03-21.1603,test,7,10,5.002,6.984
64,2013,2013-03-21.1603,test,15,20,2.665,3.459
64,2013,2013-03-21.1603,test,5,6,1.566,1.838
64,2013,2013-03-21.1603,test,3,3,1.080,1.353
64,2013,2013-03-21.1603,test,90,62,1.612,2.156
64,2013,2013-03-21.1603,test,120,0,0.049,0.067
64,2013,2013-03-21.1603,test,50,22,0.173,3.175
64,2013,2013-03-21.1603,test,15,25,3.455,5.096
64,2013,2013-03-21.1603,test,50,26,2.654,4.612
64,2013,2013-03-21.1603,test,30,54,1.106,2.356
64,2013,2013-03-21.1603,test,8,51,1.094,3.392
64,2013,2013-03-21.1603,test,40,25,0.960,1.888
64,2013,2013-03-21.1603,test,20,21,0.991,1.988
64,2013,2013-03-21.1603,test,20,25,3.875,4.729
64,2013,2013-03-21.1603,test,5,21,1.897,9.607
64,2013,2013-03-21.1603,test,3,3,1.122,1.570
64,2013,2013-03-21.1603,test,60,65,0.950,1.688
64,2013,2013-03-21.1603,test,40,32,3.055,4.010
64,2013,2013-03-21.1603,test,60,65,0.913,1.855
64,2013,2013-03-21.1603,test,60,26,1.042,13.383
64,2013,2013-03-21.1603,test,30,32,0.978,1.754
64,2013,2013-03-21.1603,test,5,6,2.752,3.158
64,2013,2013-03-21.1603,test,60,65,0.980,2.155
64,2013,2013-03-21.1603,test,30,32,16.016,23.559
64,2013,2013-03-21.1603,test,40,65,1.017,3.058
64,2013,2013-03-21.1603,test,25,65,1.151,1.888
64,2013,2013-03-21.1603,test,40,94,0.654,2.206
64,2013,2013-03-21.1603,test,120,65,2.188,3.141
64,2013,2013-03-21.1603,test,3,3,1.710,2.674
64,2013,2013-03-21.1603,test,8,32,0.908,2.139
64,2013,2013-03-21.1603,test,15,0,0.063,0.084
64,2013,2013-03-21.1603,test,8,62,3.205,4.277
64,2013,2013-03-21.1603,test,75,65,1.971,3.843
64,2013,2013-03-21.1603,test,120,65,1.001,2.723
64,2013,2013-03-21.1603,test,20,23,1.677,6.316
64,2013,2013-03-21.1603,test,75,52,4.753,9.156
64,2013,2013-03-21.1603,test,20,6,1.116,3.275
64,2013,2013-03-21.1603,test,7,68,1.000,2.723
64,2013,2013-03-21.1603,test,3,32,3.973,4.394
64,2013,2013-03-21.1603,test,3,3,0.986,1.738
64,2013,2013-03-21.1603,test,12,65,1.184,2.707
64,2013,2013-03-21.1603,test,4,4,2.036,2.824
64,2013,2013-03-21.1603,test,90,24,1.072,3.676
64,2013,2013-03-21.1603,test,90,658,0.927,2.573
64,2013,2013-03-21.1603,test,12,54,1.553,5.581
64,2013,2013-03-21.1603,test,15,19,2.764,6.433
64,2013,2013-03-21.1603,test,3,3,1.131,2.072
64,2013,2013-03-21.1603,test,75,34,5.367,7.569
64,2013,2013-03-21.1603,test,5,5,1.982,2.523
64,2013,2013-03-21.1603,test,75,34,3.628,5.765
64,2013,2013-03-21.1603,test,30,41,3.919,5.714
64,2013,2013-03-21.1603,test,30,65,10.651,11.679
64,2013,2013-03-21.1603,test,5,32,0.955,1.487
64,2013,2013-03-21.1603,test,8,6,0.988,2.490
64,2013,2013-03-21.1603,test,25,65,2.410,5.497
64,2013,2013-03-21.1603,test,40,46,2.633,8.505
64,2013,2013-03-21.1603,test,75,32,3.456,4.244
64,2013,2013-03-21.1603,test,60,54,2.932,3.860
64,2013,2013-03-21.1603,test,30,51,3.480,4.829
64,2013,2013-03-21.1603,test,30,35,4.306,4.929
64,2013,2013-03-21.1603,test,40,26,6.128,11.663
64,2013,2013-03-21.1603,test,30,14,3.809,6.032
64,2013,2013-03-21.1603,test,15,52,1.129,6.583
64,2013,2013-03-21.1603,test,7,8,3.273,4.110
64,2013,2013-03-21.1603,test,90,65,1.850,2.907
64,2013,2013-03-21.1603,test,15,84,0.824,5.781
64,2013,2013-03-21.1603,test,3,3,1.105,2.038
64,2013,2013-03-21.1603,test,90,65,1.122,1.888
64,2013,2013-03-21.1603,test,50,52,1.616,12.214
64,2013,2013-03-21.1603,test,60,65,0.834,1.754
64,2013,2013-03-21.1603,test,120,32,1.021,1.554
64,2013,2013-03-21.1603,test,3,0,0.394,0.401
64,2013,2013-03-21.1603,test,25,32,2.297,3.342
64,2013,2013-03-21.1603,test,8,54,1.043,2.089
64,2013,2013-03-21.1603,test,8,35,1.857,2.390
64,2013,2013-03-21.1603,test,60,2,2.006,2.857
64,2013,2013-03-21.1603,test,15,32,1.260,2.590
64,2013,2013-03-21.1603,test,8,51,0.934,1.988
64,2013,2013-03-21.1603,test,60,213,0.771,2.155
64,2013,2013-03-21.1603,test,8,6,2.383,3.241
64,2013,2013-03-21.1603,test,90,65,1.048,2.189
64,2013,2013-03-21.1603,test,90,56,2.010,4.896
64,2013,2013-03-21.1603,test,90,65,1.162,2.172
