sid,year,date,type,stimulus,response,rt1,rt2
201,2013,2013-03-20.1409,train,3,3,5.570,8.058
201,2013,2013-03-20.1409,train,7,7,1.001,2.088
201,2013,2013-03-20.1409,train,22,22,2.734,4.127
201,2013,2013-03-20.1409,train,164,164,1.997,4.927
201,2013,2013-03-20.1409,train,50,50,0.562,2.405
201,2013,2013-03-20.1409,test,90,23,1.948,2.972
201,2013,2013-03-20.1409,test,60,50,1.845,3.157
201,2013,2013-03-20.1409,test,60,50,2.106,3.240
201,2013,2013-03-20.1409,test,15,15,2.579,3.441
201,2013,2013-03-20.1409,test,60,35,3.316,4.727
201,2013,2013-03-20.1409,test,50,15,1.724,2.806
201,2013,2013-03-20.1409,test,8,10,2.360,3.575
201,2013,2013-03-20.1409,test,15,16,2.851,6.096
201,2013,2013-03-20.1409,test,4,4,1.964,2.806
201,2013,2013-03-20.1409,test,15,10,2.655,3.357
201,2013,2013-03-20.1409,test,8,5,3.156,3.741
201,2013,2013-03-20.1409,test,90,35,2.023,2.722
201,2013,2013-03-20.1409,test,20,56,2.198,4.777
201,2013,2013-03-20.1409,test,60,50,3.307,4.175
201,2013,2013-03-20.1409,test,15,15,1.581,2.355
201,2013,2013-03-20.1409,test,120,59,3.760,5.145
201,2013,2013-03-20.1409,test,4,4,2.002,2.672
201,2013,2013-03-20.1409,test,30,15,4.530,5.362
201,2013,2013-03-20.1409,test,50,50,1.690,2.506
201,2013,2013-03-20.1409,test,7,7,3.394,3.875
201,2013,2013-03-20.1409,test,8,8,3.840,4.326
201,2013,2013-03-20.1409,test,25,32,3.363,5.345
201,2013,2013-03-20.1409,test,90,35,1.707,2.322
201,2013,2013-03-20.1409,test,30,50,3.434,4.175
201,2013,2013-03-20.1409,test,25,25,2.676,3.357
201,2013,2013-03-20.1409,test,7,7,2.440,2.839
201,2013,2013-03-20.1409,test,20,15,1.067,1.670
201,2013,2013-03-20.1409,test,15,25,1.446,2.589
201,2013,2013-03-20.1409,test,30,24,1.369,2.004
201,2013,2013-03-20.1409,test,90,50,1.229,1.904
201,2013,2013-03-20.1409,test,8,8,2.503,2.973
201,2013,2013-03-20.1409,test,60,20,1.716,2.321
201,2013,2013-03-20.1409,test,7,6,4.252,4.560
201,2013,2013-03-20.1409,test,12,10,1.125,2.372
201,2013,2013-03-20.1409,test,60,29,3.240,4.259
201,2013,2013-03-20.1409,test,8,65,1.142,1.754
201,2013,2013-03-20.1409,test,75,50,2.237,3.441
201,2013,2013-03-20.1409,test,40,35,4.105,5.044
201,2013,2013-03-20.1409,test,90,50,1.144,2.054
201,2013,2013-03-20.1409,test,5,5,1.970,2.422
201,2013,2013-03-20.1409,test,50,45,4.126,5.729
201,2013,2013-03-20.1409,test,30,26,2.199,2.890
201,2013,2013-03-20.1409,test,5,5,1.750,2.104
201,2013,2013-03-20.1409,test,3,3,1.664,2.038
201,2013,2013-03-20.1409,test,15,10,1.563,2.255
201,2013,2013-03-20.1409,test,60,45,3.447,4.192
201,2013,2013-03-20.1409,test,60,50,1.312,2.171
201,2013,2013-03-20.1409,test,30,40,1.166,1.937
201,2013,2013-03-20.1409,test,8,15,1.111,1.837
201,2013,2013-03-20.1409,test,4,4,1.451,1.921
201,2013,2013-03-20.1409,test,8,5,1.508,2.438
201,2013,2013-03-20.1409,test,12,20,2.318,3.006
201,2013,2013-03-20.1409,test,20,23,1.513,2.155
201,2013,2013-03-20.1409,test,3,3,1.216,1.537
