run,index,num_dots,answer1,answer2,points1,points2,time
2,97,43,15,20,5,2,3.92
2,55,4,4,4,2,2,1.29
2,14,60,20,25,2,0,2.01
2,140,7,7,7,8,8,2.39
2,32,20,12,15,7,5,5.00
2,93,5,5,5,4,4,1.59
2,104,105,30,35,0,0,7.80
2,34,37,20,25,2,0,2.86
2,17,10,12,15,7,5,6.55
2,16,71,25,30,0,0,8.29
2,39,67,20,25,2,0,2.04
2,7,7,7,7,8,8,2.46
2,118,70,30,35,0,0,3.31
2,19,24,15,20,5,2,2.31
2,143,24,13,17,6,3,13.30
2,120,22,15,20,5,2,3.19
2,64,178,25,30,0,0,10.97
2,27,17,15,18,5,3,6.37
2,70,12,10,12,9,7,5.37
2,20,27,15,20,5,2,1.81
2,130,79,20,25,2,0,1.79
2,69,3,3,3,0,0,1.24
2,127,53,15,20,5,2,5.03
2,124,22,15,18,5,3,2.91
2,108,71,25,30,0,0,4.35
2,77,25,15,18,5,3,3.26
2,141,144,35,40,0,0,2.51
2,112,6,6,6,6,6,2.17
2,52,39,20,25,2,0,4.71
2,111,61,20,25,2,0,1.39
2,83,23,12,15,7,5,3.44
2,89,28,15,18,5,3,1.74
2,15,22,15,18,5,3,8.66
2,40,43,20,25,2,0,6.66
2,35,16,15,17,5,3,7.92
2,66,20,13,16,6,4,4.63
2,101,15,12,15,7,5,5.16
2,22,30,15,18,5,3,2.67
2,51,36,16,19,4,2,9.79
2,82,55,20,25,2,0,1.93
2,31,31,15,18,5,3,7.11
2,41,25,15,18,5,3,2.51
2,18,8,8,8,9,9,3.78
2,106,42,20,25,2,0,2.22
2,62,35,20,25,2,0,1.95
2,71,21,118,20,0,2,6.42
2,98,58,20,25,2,0,4.69
2,114,64,20,25,2,0,1.71
2,100,5,5,5,4,4,2.59
2,24,4,4,4,2,2,1.96
2,57,24,202,25,0,0,2.64
2,72,190,45,50,0,0,4.31
2,121,18,12,15,7,5,1.91
2,49,6,6,6,6,6,2.01
2,102,26,15,18,5,3,1.94
2,122,39,12,15,7,5,2.21
2,115,105,20,25,2,0,1.51
2,44,111,20,25,2,0,1.01
2,2,74,20,25,2,0,0.99
2,123,6,6,6,6,6,1.91
2,132,19,12,15,7,5,2.31
2,67,98,20,25,2,0,1.31
2,117,32,20,25,2,0,5.11
2,88,25,15,18,5,3,2.31
2,95,19,12,15,7,5,2.61
2,74,2,2,2,0,0,1.21
2,150,142,25,30,0,0,5.04
2,109,75,25,30,0,0,1.32
2,110,30,20,25,2,0,2.53
2,129,17,15,18,5,3,2.86
2,145,3,3,3,0,0,1.76
2,94,12,10,12,9,7,5.62
2,103,23,12,15,7,5,1.87
2,63,46,15,18,5,3,1.81
2,10,13,10,12,9,7,2.61
2,68,18,10,12,9,7,1.67
2,60,29,15,18,5,3,1.51
2,25,17,10,12,9,7,3.44
2,4,38,15,18,5,3,1.72
2,81,59,20,25,2,0,1.44
2,53,23,20,25,2,0,3.41
2,11,22,12,15,7,5,2.44
2,76,29,12,15,7,5,1.53
2,28,22,12,15,7,5,2.24
2,136,7,7,7,8,8,2.88
2,73,37,15,20,5,2,13.42
2,87,7,7,7,8,8,4.36
2,113,18,10,13,9,6,11.80
2,9,17,10,12,9,7,5.47
2,6,9,8,8,9,9,2.72
2,139,20,15,18,5,3,9.40
2,75,56,20,25,2,0,1.19
2,135,28,15,18,5,3,5.30
2,149,127,25,30,0,0,4.05
2,8,37,17,20,3,2,9.95
2,96,3,3,3,0,0,3.02
2,42,53,20,25,2,0,6.49
2,38,88,20,25,2,0,1.06
2,99,7,7,7,8,8,2.91
2,58,43,20,25,2,0,12.50
2,85,44,15,20,5,2,4.44
2,79,22,15,18,5,3,3.77
2,61,47,20,25,2,0,4.74
2,54,3,3,3,0,0,0.81
2,47,77,20,25,2,0,3.91
2,26,115,25,30,0,0,1.16
2,29,25,15,18,5,3,1.74
2,125,2,2,2,0,0,0.84
2,90,35,15,18,5,3,1.73
2,119,91,20,25,2,0,1.02
2,50,14,10,12,9,7,1.91
2,3,5,5,5,4,4,1.52
2,86,8,8,8,9,9,2.44
2,1,4,4,4,2,2,1.16
2,126,7,7,7,8,8,2.41
2,37,67,20,25,2,0,3.05
2,12,56,20,25,2,0,1.07
2,131,39,18,20,3,2,4.31
2,137,87,20,25,2,0,1.04
2,78,59,18,20,3,2,1.41
2,13,3,3,3,0,0,1.16
2,56,11,12,15,7,5,6.52
2,146,89,202,25,0,0,3.22
2,45,4,4,4,2,2,2.50
2,128,91,20,25,2,0,3.65
2,133,11,20,25,2,0,5.18
2,65,154,25,30,0,0,5.34
2,21,72,20,25,2,0,1.54
2,36,50,15,18,5,3,2.37
2,5,23,12,15,7,5,1.65
2,147,60,18,20,3,2,3.57
2,80,22,12,15,7,5,2.42
2,105,56,15,18,5,3,2.29
2,92,19,121,15,0,5,2.59
2,148,106,25,30,0,0,3.82
2,134,33,20,25,2,0,4.31
2,116,24,10,12,9,7,2.42
2,33,50,12,15,7,5,2.12
2,91,8,7,7,8,8,2.12
2,107,149,25,30,0,0,1.80
2,23,8,7,7,8,8,1.96
2,142,4,4,4,2,2,1.42
2,43,38,12,15,7,5,1.65
2,59,36,12,15,7,5,1.12
