run,index,num_dots,answer1,answer2,points1,points2,time
1,1,35,5,7,4,8,12.13
1,2,2,2,3,0,0,4.46
1,3,41,33,22,0,1,5.27
1,4,87,2,3,0,0,3.78
1,5,17,1,10,0,9,3.69
1,6,67,35,23,0,0,5.37
1,7,28,20,24,2,0,4.99
1,8,5,5,6,4,6,2.03
1,9,14,15,18,5,3,4.62
1,10,9,9,11,10,8,3.40
1,11,43,33,35,0,0,6.31
1,12,17,18,20,3,2,3.71
1,13,88,40,35,0,0,3.00
1,14,51,35,33,0,0,3.59
1,15,38,25,28,0,0,3.01
1,16,44,22,23,1,0,3.27
1,17,24,17,19,3,2,3.03
1,18,7,7,8,8,9,2.71
1,19,21,19,20,2,2,2.86
1,20,35,26,27,0,0,3.62
1,21,35,30,29,0,0,5.96
1,22,129,60,55,0,0,3.80
1,23,6,6,7,6,8,2.19
1,24,5,5,5,4,4,2.73
1,25,197,50,50,0,0,3.95
1,26,2,3,3,0,0,2.04
1,27,23,30,30,0,0,6.54
1,28,61,25,28,0,0,6.12
1,29,6,6,6,6,6,3.32
1,30,19,20,20,2,2,5.74
1,31,165,50,50,0,0,6.61
1,32,38,22,22,1,1,2.57
1,33,113,40,40,0,0,2.85
1,34,23,18,18,3,3,3.54
1,35,72,25,25,0,0,3.13
1,36,32,15,15,5,5,3.52
1,37,11,10,10,9,9,3.02
1,38,11,9,9,10,10,2.46
1,39,33,25,25,0,0,3.39
1,40,40,40,40,0,0,3.24
1,41,3,4,4,2,2,2.45
1,42,44,20,20,2,2,2.62
1,43,36,25,25,0,0,2.06
1,44,10,10,10,9,9,1.65
1,45,16,15,15,5,5,1.60
1,46,4,4,4,2,2,1.27
1,47,149,40,40,0,0,2.67
1,48,10,10,10,9,9,1.71
1,49,40,25,25,0,0,2.55
1,50,14,15,15,5,5,1.93
1,51,76,40,40,0,0,2.37
1,52,38,25,25,0,0,1.86
1,53,25,25,25,0,0,2.25
1,54,14,15,15,5,5,1.47
1,55,39,25,25,0,0,1.54
1,56,192,50,50,0,0,1.72
1,57,5,5,5,4,4,1.11
1,58,13,18,18,3,3,4.26
1,59,52,30,30,0,0,5.00
1,60,39,25,25,0,0,3.74
