run,index,num_dots,answer1,answer2,points1,points2,time
1,1,7,9,10,10,9,20.70
1,2,40,22,18,1,3,19.85
1,3,70,28,35,0,0,28.93
1,4,38,32,40,0,0,37.84
1,5,44,40,46,0,0,35.50
1,6,108,64,85,0,0,33.48
1,7,16,17,20,3,2,22.43
1,8,38,29,25,0,0,32.25
1,9,80,60,70,0,0,26.65
1,10,58,35,28,0,0,26.33
1,11,11,15,18,5,3,36.12
1,12,25,26,33,0,0,17.54
1,13,49,40,50,0,0,38.50
1,14,13,10,15,9,5,12.74
1,15,160,170,200,0,0,36.19
1,16,6,6,7,6,8,11.67
1,17,29,18,22,3,1,17.49
1,18,17,19,17,2,3,13.42
1,19,95,78,90,0,0,29.58
1,20,18,28,33,0,0,15.80
1,21,40,30,20,0,2,19.13
1,22,12,17,20,3,2,16.07
1,23,36,33,39,0,0,6.73
1,24,34,40,30,0,0,13.02
1,25,43,42,27,0,0,18.25
1,26,66,68,78,0,0,13.54
1,27,319,209,230,0,0,8.51
1,28,57,35,45,0,0,18.78
1,29,25,22,29,1,0,18.63
1,30,30,30,20,0,2,17.09
1,31,128,90,110,0,0,7.59
1,32,15,25,15,0,5,16.32
1,33,7,7,9,8,10,5.49
1,34,31,19,28,2,0,14.37
1,35,164,112,200,0,0,17.95
1,36,65,40,20,0,2,25.26
1,37,111,102,93,0,0,23.28
1,38,93,60,50,0,0,6.56
1,39,57,30,45,0,0,8.07
1,40,42,21,34,1,0,5.36
1,41,154,130,155,0,0,15.76
1,42,11,12,15,7,5,9.19
1,43,3,3,4,0,2,5.87
1,44,24,16,19,4,2,11.86
1,45,98,45,56,0,0,7.37
1,46,143,99,111,0,0,10.90
1,47,25,33,44,0,0,13.50
1,48,57,36,57,0,0,11.77
1,49,24,52,40,0,0,23.45
1,50,136,88,110,0,0,6.94
1,51,2,2,2,0,0,5.20
1,52,48,33,57,0,0,13.36
1,53,24,39,45,0,0,12.87
1,54,101,88,100,0,0,8.24
1,55,96,120,140,0,0,15.15
1,56,83,100,80,0,0,11.39
1,57,2,2,2,0,0,4.64
1,58,87,69,90,0,0,20.82
1,59,137,111,123,0,0,9.51
1,60,21,42,30,0,0,8.27
1,61,68,40,60,0,0,18.23
1,62,45,55,78,0,0,8.31
1,63,12,34,47,0,0,8.25
1,64,14,20,15,2,5,13.97
1,65,36,33,57,0,0,5.91
1,66,29,32,24,0,0,21.84
1,67,4,4,4,2,2,5.99
1,68,2,2,2,0,0,3.34
1,69,119,187,249,0,0,16.84
1,70,169,250,200,0,0,12.84
1,71,102,50,70,0,0,14.78
1,72,260,399,300,0,0,6.45
1,73,5,5,6,4,6,7.71
1,74,17,18,29,3,0,13.32
1,75,39,45,59,0,0,10.07
1,76,35,37,60,0,0,5.53
1,77,57,40,21,0,1,21.02
1,78,145,190,277,0,0,12.24
1,79,5,5,5,4,4,7.32
1,80,17,15,25,5,0,7.56
1,81,48,55,60,0,0,15.38
1,82,50,49,70,0,0,10.09
1,83,28,37,80,0,0,11.15
1,84,5,5,6,4,6,5.01
1,85,20,20,35,2,0,11.61
1,86,47,66,77,0,0,4.24
1,87,166,168,200,0,0,9.10
1,88,8,9,11,10,8,7.48
1,89,20,24,29,0,0,6.71
1,90,4,4,4,2,2,4.84
1,91,20,24,33,0,0,18.55
1,92,79,130,203,0,0,21.17
1,93,17,33,57,0,0,9.90
1,94,47,40,79,0,0,9.59
1,95,28,45,80,0,0,8.64
1,96,133,187,228,0,0,16.45
1,97,31,50,99,0,0,23.40
1,98,15,21,11,1,8,6.37
1,99,31,78,32,0,0,8.23
1,100,25,38,73,0,0,11.59
1,101,30,44,87,0,0,20.29
1,102,7,7,8,8,9,5.19
1,103,70,79,158,0,0,8.93
1,104,5,5,6,4,6,8.40
1,105,123,340,411,0,0,12.30
1,106,42,90,74,0,0,14.52
1,107,221,271,156,0,0,13.34
1,108,13,17,27,3,0,10.69
1,109,7,7,9,8,10,6.61
1,110,53,29,44,0,0,6.08
1,111,71,60,85,0,0,20.47
1,112,139,206,144,0,0,12.52
1,113,60,40,70,0,0,9.32
1,114,12,33,20,0,2,17.04
1,115,28,40,70,0,0,9.14
1,116,82,110,175,0,0,8.35
1,117,27,29,51,0,0,4.66
1,118,31,40,70,0,0,13.27
1,119,39,55,87,0,0,7.71
1,120,9,13,18,6,3,7.18
1,121,7,9,14,10,5,8.10
1,122,41,45,70,0,0,15.87
1,123,8,14,22,5,1,7.51
1,124,7,7,9,8,10,7.00
1,125,14,10,20,9,2,8.41
1,126,4,4,10,2,9,6.07
1,127,31,27,40,0,0,20.72
1,128,35,33,46,0,0,4.84
1,129,96,60,99,0,0,6.03
1,130,75,56,78,0,0,5.49
1,131,49,30,44,0,0,19.11
1,132,58,50,78,0,0,4.77
1,133,10,13,22,6,1,6.91
1,134,50,38,59,0,0,5.40
1,135,117,88,130,0,0,16.55
1,136,43,35,58,0,0,15.95
1,137,59,77,130,0,0,12.86
1,138,169,180,222,0,0,8.74
1,139,2,2,3,0,0,13.68
1,140,31,49,68,0,0,12.55
1,141,104,55,70,0,0,13.20
1,142,63,50,88,0,0,9.74
1,143,12,15,20,5,2,8.12
1,144,73,80,111,0,0,11.46
1,145,40,39,66,0,0,7.76
1,146,7,8,13,9,6,11.05
1,147,17,17,22,3,1,10.94
1,148,58,39,62,0,0,8.73
1,149,85,99,150,0,0,8.56
1,150,66,70,54,0,0,6.36
2,55,96,56,74,0,0,4.86
2,60,21,26,32,0,0,4.71
2,3,70,66,43,0,0,3.50
2,103,70,46,69,0,0,6.29
2,133,10,13,18,6,3,4.82
2,95,28,28,39,0,0,4.47
2,132,58,343,32,0,0,8.47
2,53,24,25,56,0,0,7.95
2,4,38,35,50,0,0,7.87
2,109,7,9,14,10,5,6.38
2,15,160,99,240,0,0,8.68
2,50,136,200,260,0,0,11.80
2,137,59,50,60,0,0,4.36
2,84,5,5,6,4,6,2.71
2,35,164,90,170,0,0,6.39
2,80,17,30,22,0,1,6.54
2,81,48,40,52,0,0,5.84
2,76,35,28,42,0,0,5.44
2,63,12,18,14,3,5,5.99
2,143,12,20,30,2,0,6.36
2,135,117,33,12,0,7,6.25
2,146,7,9,11,10,8,4.66
2,24,34,44,55,0,0,4.95
2,138,169,200,333,0,0,6.35
2,115,28,23,25,0,0,5.20
2,114,12,18,26,3,0,5.97
2,97,31,33,17,0,3,8.92
2,118,31,34,58,0,0,5.19
2,66,29,10,29,9,0,6.61
2,107,221,150,200,0,0,5.73
2,45,98,70,100,0,0,5.74
2,149,85,48,30,0,0,4.30
2,88,8,6,8,6,9,5.25
2,87,166,199,270,0,0,5.88
2,9,80,45,99,0,0,4.99
2,18,17,28,40,0,0,7.87
2,116,82,59,72,0,0,5.04
2,58,87,44,81,0,0,4.67
2,54,101,44,23,0,0,6.16
2,98,15,14,18,5,3,4.48
2,140,31,16,19,4,2,2.77
2,19,95,88,123,0,0,7.61
2,92,79,33,58,0,0,4.53
2,2,40,27,42,0,0,4.02
2,13,49,33,89,0,0,4.24
2,89,20,18,63,3,0,12.20
2,78,145,168,200,0,0,4.32
2,44,24,56,23,0,0,3.24
2,102,7,6,9,6,10,3.00
2,134,50,39,54,0,0,5.78
2,48,57,88,150,0,0,6.09
2,49,24,37,22,0,1,3.87
2,83,28,79,56,0,0,3.81
2,42,11,23,11,0,8,4.86
2,64,14,12,17,7,3,3.76
2,7,16,22,10,1,9,7.22
2,22,12,19,27,2,0,6.52
2,8,38,40,50,0,0,3.47
2,61,68,88,101,0,0,4.83
2,145,40,50,71,0,0,5.06
2,96,133,99,160,0,0,6.85
2,131,49,66,99,0,0,5.80
2,93,17,15,18,5,3,4.39
2,127,31,19,39,2,0,4.04
2,130,75,70,89,0,0,4.47
2,26,66,100,150,0,0,4.53
2,17,29,39,20,0,2,7.29
2,46,143,200,180,0,0,7.06
2,86,47,47,70,0,0,3.39
2,39,57,20,90,2,0,4.33
2,120,9,25,45,0,0,8.86
2,128,35,60,30,0,0,4.04
2,14,13,13,9,6,10,6.18
2,32,15,23,33,0,0,3.81
2,21,40,40,89,0,0,3.63
2,73,5,5,7,4,8,2.36
2,12,25,36,20,0,2,4.29
2,67,4,4,5,2,4,2.10
2,124,7,7,8,8,9,3.15
2,40,42,30,23,0,0,4.34
2,90,4,4,5,2,4,3.91
2,43,3,3,3,0,0,3.13
2,16,6,6,7,6,8,3.82
2,101,30,30,50,0,0,7.50
2,28,57,50,88,0,0,6.77
2,1,7,8,16,9,4,5.38
2,56,83,77,56,0,0,3.44
2,123,8,12,19,7,2,4.41
2,47,25,33,59,0,0,5.79
2,94,47,55,34,0,0,7.00
2,70,169,260,380,0,0,9.18
2,141,104,160,100,0,0,6.45
2,112,139,152,99,0,0,4.93
2,52,48,70,100,0,0,6.56
2,139,2,2,2,0,0,3.79
2,69,119,99,140,0,0,7.36
2,41,154,280,230,0,0,5.77
2,110,53,60,44,0,0,8.47
2,119,39,39,55,0,0,3.59
2,111,71,70,45,0,0,4.96
2,99,31,50,478,0,0,6.35
2,136,43,34,78,0,0,8.44
2,5,44,38,61,0,0,5.94
2,91,20,15,25,5,0,5.49
2,77,57,55,77,0,0,2.92
2,142,63,88,77,0,0,3.16
2,106,42,44,66,0,0,4.56
2,129,96,99,166,0,0,5.81
2,121,7,15,33,5,0,8.59
2,105,123,99,144,0,0,4.52
2,68,2,2,2,0,0,2.41
2,6,108,99,144,0,0,5.90
2,62,45,55,77,0,0,3.63
2,72,260,300,444,0,0,7.92
2,34,31,78,99,0,0,5.11
2,57,2,2,2,0,0,2.49
2,122,41,45,67,0,0,7.37
2,147,17,13,26,6,0,6.15
2,51,2,2,2,0,0,2.31
2,113,60,34,56,0,0,4.24
2,75,39,44,66,0,0,4.70
2,27,319,333,444,0,0,4.29
2,29,25,33,66,0,0,4.26
2,82,50,33,55,0,0,6.44
2,117,27,22,34,1,0,3.14
2,31,128,70,89,0,0,4.56
2,37,111,159,344,0,0,8.09
2,59,137,67,178,0,0,5.77
2,38,93,90,160,0,0,9.25
2,104,5,5,6,4,6,4.06
2,25,43,30,80,0,0,16.83
2,85,20,20,40,2,0,4.77
2,125,14,16,18,4,3,4.44
2,144,73,99,30,0,0,4.05
2,148,58,88,234,0,0,3.85
2,65,36,76,33,0,0,3.89
2,33,7,8,10,9,9,4.74
2,23,36,35,29,0,0,4.59
2,150,66,66,80,0,0,4.62
2,71,102,70,90,0,0,5.07
2,126,4,4,6,2,6,5.46
2,79,5,5,5,4,4,2.31
2,10,58,33,38,0,0,4.66
2,30,30,90,111,0,0,8.54
2,100,25,44,56,0,0,3.20
2,20,18,434,33,0,0,1.45
2,74,17,66,33,0,0,1.47
2,36,65,28,99,0,0,2.51
2,108,13,23,46,0,0,3.67
2,11,11,11,6,8,6,3.27
