run,index,num_dots,answer1,answer2,points1,points2,time
1,1,212,100,150,0,0,12.96
1,2,80,80,80,0,0,6.04
1,3,64,70,70,0,0,3.69
1,4,2,2,2,0,0,2.41
1,5,119,65,65,0,0,4.11
1,6,28,40,40,0,0,6.12
1,7,80,50,50,0,0,3.56
1,8,62,60,60,0,0,4.96
1,9,9,10,10,9,9,2.91
1,10,4,4,4,2,2,1.89
1,11,48,50,45,0,0,9.53
1,12,13,12,12,7,7,3.57
1,13,14,15,15,5,5,3.63
1,14,32,25,25,0,0,3.60
1,15,7,7,7,8,8,3.75
1,16,8,8,8,9,9,3.32
1,17,8,7,7,8,8,4.49
1,18,52,35,35,0,0,4.14
1,19,10,12,12,7,7,2.77
1,20,23,25,25,0,0,3.26
1,21,44,45,45,0,0,2.96
1,22,20,30,30,0,0,4.62
1,23,30,25,25,0,0,3.57
1,24,46,20,20,2,2,3.71
1,25,10,10,11,9,8,3.82
1,26,55,35,35,0,0,2.82
1,27,13,15,15,5,5,3.32
1,28,28,20,20,2,2,2.21
1,29,32,35,35,0,0,3.19
1,30,100,60,60,0,0,3.06
1,31,40,50,50,0,0,3.10
1,32,16,20,20,2,2,2.66
1,33,121,70,70,0,0,2.89
1,34,6,7,7,8,8,3.09
1,35,27,30,30,0,0,2.64
1,36,4,4,4,2,2,1.69
1,37,112,60,60,0,0,3.23
1,38,53,75,75,0,0,6.25
1,39,3,3,3,0,0,2.03
1,40,42,20,20,2,2,4.46
1,41,122,90,90,0,0,3.10
1,42,45,50,50,0,0,2.68
1,43,14,12,12,7,7,2.93
1,44,7,7,7,8,8,3.33
1,45,136,50,50,0,0,2.84
1,46,7,7,7,8,8,3.07
1,47,14,10,10,9,9,3.19
1,48,29,15,15,5,5,4.52
1,49,68,45,45,0,0,4.20
1,50,16,15,15,5,5,5.39
1,51,5,4,4,2,2,1.71
1,52,7,7,7,8,8,2.67
1,53,27,25,25,0,0,3.06
1,54,24,20,20,2,2,2.34
1,55,42,30,30,0,0,2.41
1,56,9,14,14,5,5,3.83
1,57,51,40,40,0,0,3.09
1,58,16,15,15,5,5,4.15
1,59,2,2,2,0,0,1.92
1,60,83,30,30,0,0,3.17
1,61,27,20,20,2,2,3.54
1,62,26,20,20,2,2,2.91
1,63,11,15,15,5,5,2.99
1,64,18,18,18,3,3,3.97
1,65,10,12,12,7,7,2.27
1,66,6,6,6,6,6,2.66
1,67,25,25,25,0,0,4.87
1,68,14,12,12,7,7,4.42
1,69,24,20,20,2,2,3.21
1,70,98,55,55,0,0,2.92
1,71,9,15,15,5,5,5.54
1,72,10,10,10,9,9,2.88
1,73,2,2,2,0,0,2.01
1,74,13,12,12,7,7,3.84
1,75,27,20,20,2,2,2.62
1,76,30,15,15,5,5,7.99
1,77,19,12,12,7,7,3.45
1,78,22,20,20,2,2,3.15
1,79,19,20,20,2,2,4.55
1,80,15,15,15,5,5,2.89
1,81,116,75,75,0,0,3.90
1,82,23,40,40,0,0,2.86
1,83,70,50,50,0,0,4.07
1,84,58,45,45,0,0,2.39
1,85,118,50,50,0,0,3.09
1,86,81,60,60,0,0,2.12
1,87,27,35,35,0,0,3.52
1,88,86,50,50,0,0,2.60
1,89,38,35,35,0,0,2.84
1,90,66,40,404,0,0,2.16
1,91,2,2,2,0,0,1.74
1,92,157,80,80,0,0,3.26
1,93,41,40,40,0,0,2.87
1,94,37,30,30,0,0,2.12
1,95,86,50,50,0,0,2.38
1,96,6,56,6,0,6,2.76
1,97,15,12,12,7,7,3.17
1,98,12,15,15,5,5,4.34
1,99,15,18,18,3,3,6.75
1,100,12,16,16,4,4,3.54
1,101,44,55,55,0,0,4.31
1,102,28,35,35,0,0,3.64
1,103,90,70,70,0,0,3.96
1,104,39,40,40,0,0,2.56
1,105,96,60,60,0,0,3.61
1,106,18,15,15,5,5,4.39
1,107,18,12,12,7,7,6.38
1,108,5,5,5,4,4,3.24
1,109,44,25,25,0,0,4.96
1,110,79,40,40,0,0,2.69
1,111,77,50,5,0,4,2.25
1,112,4,3,3,0,0,2.40
1,113,43,30,30,0,0,3.07
1,114,3,3,3,0,0,1.96
1,115,40,20,20,2,2,4.17
1,116,9,10,10,9,9,4.00
1,117,37,30,30,0,0,2.85
1,118,4,4,4,2,2,2.34
1,119,12,12,12,7,7,2.55
1,120,162,60,60,0,0,2.94
1,121,3,3,3,0,0,1.44
1,122,31,25,25,0,0,4.32
1,123,72,35,35,0,0,3.34
1,124,8,10,10,9,9,3.13
1,125,61,40,40,0,0,3.84
1,126,6,6,6,6,6,2.39
1,127,4,4,4,2,2,1.46
1,128,57,50,50,0,0,3.88
1,129,140,40,40,0,0,3.23
1,130,73,35,35,0,0,2.64
1,131,26,30,30,0,0,3.86
1,132,12,12,12,7,7,2.76
1,133,44,35,35,0,0,5.67
1,134,54,40,40,0,0,4.17
1,135,42,45,45,0,0,2.24
1,136,116,5,5,4,4,1.99
1,137,9,10,10,9,9,3.03
1,138,52,55,55,0,0,3.59
1,139,29,40,40,0,0,2.94
1,140,115,55,55,0,0,4.24
1,141,6,6,6,6,6,3.97
1,142,58,30,30,0,0,3.23
1,143,37,25,25,0,0,3.77
1,144,64,30,30,0,0,3.34
1,145,9,10,10,9,9,2.59
1,146,9,12,12,7,7,2.76
1,147,2,2,2,0,0,2.68
1,148,29,25,25,0,0,4.77
1,149,31,30,30,0,0,2.36
1,150,19,15,15,5,5,3.51
2,101,44,2,2,0,0,11.39
2,102,28,15,15,5,5,2.62
2,26,55,30,30,0,0,38.88
2,109,44,25,25,0,0,2.41
2,70,98,45,45,0,0,2.32
2,29,32,40,40,0,0,4.37
2,7,80,35,35,0,0,2.81
2,43,14,15,15,5,5,4.26
2,5,119,55,55,0,0,2.54
2,95,86,55,50,0,0,5.39
2,3,64,65,65,0,0,3.60
2,72,10,10,10,9,9,3.97
2,106,18,12,12,7,7,2.27
2,1,212,80,80,0,0,3.77
2,23,30,20,20,2,2,4.25
2,78,22,30,30,0,0,3.72
2,44,7,8,8,9,9,2.94
2,100,12,12,12,7,7,3.56
2,6,28,15,15,5,5,3.35
2,22,20,20,20,2,2,2.40
2,126,6,6,6,6,6,2.77
2,18,52,15,15,5,5,4.06
2,73,2,2,2,0,0,1.82
2,84,58,55,55,0,0,3.63
2,105,96,75,75,0,0,3.28
2,89,38,45,45,0,0,2.70
2,63,11,20,20,2,2,5.09
2,121,3,3,3,0,0,1.86
2,27,13,14,14,5,5,4.69
2,58,16,12,12,7,7,4.12
2,36,4,4,4,2,2,2.70
2,144,64,30,30,0,0,3.17
2,13,14,15,15,5,5,3.80
2,123,72,35,35,0,0,2.87
2,8,62,50,50,0,0,3.71
2,55,42,40,40,0,0,2.68
2,75,27,25,25,0,0,5.44
2,94,37,30,30,0,0,4.39
2,122,31,25,25,0,0,2.79
2,124,8,8,8,9,9,4.01
2,93,41,25,25,0,0,4.86
2,147,2,2,2,0,0,2.99
2,127,4,4,4,2,2,2.88
2,146,9,10,10,9,9,3.84
2,11,48,35,35,0,0,4.70
2,138,52,45,45,0,0,2.30
2,133,44,50,50,0,0,3.24
2,92,157,80,80,0,0,3.34
2,116,9,10,10,9,9,3.86
2,107,18,75,75,0,0,4.51
2,33,121,90,90,0,0,2.81
2,120,162,100,100,0,0,2.68
2,42,45,50,50,0,0,2.22
2,137,9,12,12,7,7,2.08
2,69,24,20,20,2,2,40.16
2,98,12,15,15,5,5,6.20
2,61,27,25,25,0,0,4.57
2,117,37,20,20,2,2,23.50
2,31,40,30,30,0,0,2.12
2,60,83,40,40,0,0,26.65
2,62,26,25,25,0,0,7.10
2,39,3,3,3,0,0,1.92
2,91,2,2,2,0,0,1.72
2,37,112,80,80,0,0,4.66
2,67,25,40,40,0,0,2.24
2,65,10,15,15,5,5,3.28
2,130,73,60,60,0,0,2.64
2,14,32,25,25,0,0,3.79
2,16,8,12,12,7,7,3.74
2,57,51,50,50,0,0,3.11
2,80,15,25,25,0,0,2.91
2,87,27,30,30,0,0,2.97
2,68,14,12,12,7,7,2.50
2,125,61,30,30,0,0,2.60
2,56,9,12,12,7,7,2.41
2,112,4,4,4,2,2,1.58
2,119,12,12,12,7,7,2.20
2,74,13,15,15,5,5,2.37
2,77,19,20,20,2,2,2.14
2,131,26,20,20,2,2,2.17
2,50,16,18,18,3,3,2.38
2,79,19,20,20,2,2,2.65
2,76,30,25,25,0,0,1.97
2,9,9,10,10,9,9,2.47
2,4,2,2,2,0,0,1.41
2,132,12,10,10,9,9,2.41
2,34,6,8,8,9,9,4.07
2,86,81,50,50,0,0,3.96
2,40,42,45,45,0,0,4.77
2,52,7,8,8,9,9,2.37
2,110,79,75,75,0,0,2.94
2,113,43,60,60,0,0,2.37
2,51,5,4,4,2,2,1.97
2,20,23,15,15,5,5,2.49
2,150,19,20,20,2,2,4.19
2,46,7,7,7,8,8,2.41
2,145,9,8,8,9,9,1.89
2,35,27,15,15,5,5,2.51
2,25,10,18,18,3,3,4.62
2,134,54,50,50,0,0,3.23
2,47,14,20,20,2,2,2.07
2,83,70,60,60,0,0,2.61
2,129,140,75,75,0,0,3.63
2,81,116,80,80,0,0,5.64
2,24,46,70,70,0,0,3.32
2,15,7,8,8,9,9,3.12
2,66,6,6,6,6,6,2.43
2,41,122,65,65,0,0,2.49
2,32,16,20,20,2,2,2.68
2,28,28,15,15,5,5,2.62
2,96,6,6,6,6,6,2.23
2,54,24,15,15,5,5,3.98
2,103,90,50,50,0,0,2.71
2,148,29,45,45,0,0,2.01
2,21,44,40,40,0,0,1.99
2,149,31,30,30,0,0,2.07
2,114,3,3,3,0,0,1.58
2,99,15,15,15,5,5,3.74
2,82,23,12,12,7,7,3.46
2,12,13,10,10,9,9,2.97
2,49,68,60,606,0,0,2.49
2,19,10,20,20,2,2,3.32
2,140,115,55,55,0,0,2.01
2,64,18,30,30,0,0,2.83
2,30,100,55,55,0,0,2.22
2,108,5,5,5,4,4,2.68
2,111,77,80,80,0,0,4.25
2,135,42,35,35,0,0,3.28
2,97,15,20,20,2,2,2.72
2,142,58,30,30,0,0,4.29
2,17,8,10,10,9,9,3.21
2,115,40,30,30,0,0,3.03
2,71,9,35,35,0,0,5.81
2,104,39,30,30,0,0,1.97
2,45,136,55,55,0,0,2.41
2,141,6,7,7,8,8,2.74
2,38,53,40,40,0,0,2.99
2,90,66,35,35,0,0,2.53
2,48,29,30,30,0,0,2.06
2,85,118,60,60,0,0,3.49
2,136,116,75,75,0,0,2.67
2,118,4,4,4,2,2,1.57
2,59,2,2,2,0,0,1.51
2,2,80,60,60,0,0,3.09
2,10,4,4,4,2,2,2.11
2,139,29,25,25,0,0,2.61
2,53,27,30,30,0,0,2.06
2,128,57,50,50,0,0,2.86
2,88,86,75,75,0,0,3.37
2,143,37,35,35,0,0,4.11
