run,index,num_dots,answer1,answer2,points1,points2,time
1,1,4,4,3,2,0,29.22
1,2,96,35,40,0,0,10.58
1,3,66,30,32,0,0,8.90
1,4,8,8,9,9,10,3.89
1,5,12,14,15,5,5,4.61
1,6,15,15,16,5,4,8.24
1,7,69,36,42,0,0,11.16
1,8,64,45,46,0,0,10.34
1,9,86,50,54,0,0,5.04
1,10,10,12,14,7,5,8.54
1,11,74,40,42,0,0,7.17
1,12,70,40,42,0,0,4.26
1,13,97,50,55,0,0,4.18
1,14,68,50,54,0,0,4.30
1,15,108,55,56,0,0,5.21
1,16,8,8,10,9,9,6.37
1,17,43,25,30,0,0,8.32
1,18,39,30,32,0,0,8.39
1,19,6,8,8,9,9,2.74
1,20,46,25,30,0,0,9.92
1,21,17,20,22,2,1,5.16
1,22,7,9,11,10,8,7.57
1,23,52,33,37,0,0,7.87
1,24,27,20,21,2,1,7.74
1,25,111,45,50,0,0,4.59
1,26,14,14,16,5,4,6.66
1,27,54,32,34,0,0,8.64
1,28,34,22,25,1,0,7.07
1,29,16,12,14,7,5,10.87
1,30,29,20,24,2,0,4.79
1,31,6,7,8,8,9,5.57
1,32,30,20,24,2,0,7.64
1,33,75,35,39,0,0,8.05
1,34,122,60,65,0,0,6.81
1,35,8,9,9,10,10,3.59
1,36,119,51,53,0,0,14.61
1,37,43,35,37,0,0,7.07
1,38,25,18,22,3,1,6.57
1,39,10,13,14,6,5,8.69
1,40,39,21,22,1,1,6.39
1,41,7,9,9,10,10,5.18
1,42,23,18,21,3,1,6.81
1,43,117,52,54,0,0,7.32
1,44,117,60,66,0,0,8.06
1,45,99,55,58,0,0,7.04
1,46,12,14,16,5,4,6.92
1,47,18,15,15,5,5,5.09
1,48,120,60,63,0,0,12.57
1,49,35,25,27,0,0,4.72
1,50,22,17,18,3,3,4.74
1,51,20,17,20,3,2,7.09
1,52,26,18,19,3,2,10.90
1,53,24,22,24,1,0,4.71
1,54,46,30,31,0,0,7.24
1,55,16,17,18,3,3,10.34
1,56,92,33,34,0,0,6.84
1,57,46,28,30,0,0,5.99
1,58,18,16,18,4,3,8.07
1,59,57,34,36,0,0,3.37
1,60,93,48,44,0,0,8.47
1,61,76,30,34,0,0,5.82
1,62,32,18,21,3,1,5.13
1,63,28,22,23,1,0,3.69
1,64,113,38,40,0,0,5.90
1,65,24,22,23,1,0,4.26
1,66,187,65,67,0,0,4.89
1,67,7,6,7,6,8,4.04
1,68,15,15,15,5,5,4.01
1,69,25,20,19,2,2,7.26
1,70,14,13,14,6,5,5.61
1,71,26,25,27,0,0,5.65
1,72,49,30,29,0,0,7.73
1,73,38,15,27,5,0,5.96
1,74,16,18,19,3,2,6.05
1,75,121,52,54,0,0,10.31
1,76,115,48,50,0,0,8.85
1,77,6,7,7,8,8,3.78
1,78,33,20,22,2,1,8.92
1,79,102,35,37,0,0,3.86
1,80,2,2,2,0,0,2.25
1,81,22,18,17,3,3,6.02
1,82,91,30,28,0,0,3.84
1,83,24,18,21,3,1,4.06
1,84,156,60,62,0,0,4.40
1,85,70,48,44,0,0,4.68
1,86,38,38,35,0,0,6.71
1,87,6,7,8,8,9,4.89
1,88,5,5,5,4,4,3.44
1,89,15,12,13,7,6,4.11
1,90,37,20,21,2,1,4.70
1,91,83,35,33,0,0,3.53
1,92,29,20,21,2,1,3.39
1,93,26,18,20,3,2,5.27
1,94,11,11,12,8,7,6.44
1,95,6,6,6,6,6,4.05
1,96,70,20,22,2,1,7.01
1,97,9,8,9,9,10,4.12
1,98,46,28,30,0,0,5.69
1,99,57,28,32,0,0,6.41
1,100,4,4,4,2,2,2.17
1,101,10,9,10,10,9,3.65
1,102,23,18,20,3,2,4.79
1,103,13,12,13,7,6,2.56
1,104,17,16,17,4,3,10.47
1,105,16,18,17,3,3,6.96
1,106,25,21,23,1,0,3.37
1,107,5,5,6,4,6,3.92
1,108,159,50,52,0,0,5.84
1,109,19,18,21,3,1,6.92
1,110,20,17,19,3,2,3.61
1,111,103,28,32,0,0,7.70
