run,index,num_dots,answer1,answer2,points1,points2,time
1,1,14,30,35,0,0,13.15
1,2,20,19,19,2,2,5.02
1,3,41,47,46,0,0,5.91
1,4,36,34,36,0,0,3.97
1,5,40,22,27,1,0,6.06
1,6,29,17,20,3,2,5.72
1,7,7,7,7,8,8,3.49
1,8,19,16,15,4,5,7.06
1,9,47,26,30,0,0,4.90
1,10,29,21,23,1,0,4.61
1,11,19,13,15,6,5,6.86
1,12,76,46,38,0,0,10.39
1,13,38,28,24,0,0,4.13
1,14,20,18,15,3,5,8.55
1,15,103,60,66,0,0,8.67
1,16,15,12,15,7,5,5.79
1,17,10,8,9,9,10,3.89
1,18,3,2,3,0,0,2.54
1,19,13,10,12,9,7,3.67
1,20,8,7,7,8,8,3.61
1,21,58,30,28,0,0,9.70
1,22,20,15,13,5,6,3.52
1,23,21,20,23,2,0,6.07
1,24,5,5,5,4,4,2.28
1,25,19,15,13,5,6,6.59
1,26,88,40,37,0,0,6.37
1,27,54,35,38,0,0,7.70
1,28,168,70,75,0,0,8.36
1,29,68,40,38,0,0,4.30
1,30,115,77,73,0,0,5.85
1,31,23,15,17,5,3,2.67
1,32,42,20,26,2,0,2.62
1,33,74,38,35,0,0,5.51
1,34,60,30,35,0,0,3.86
1,35,25,20,22,2,1,4.42
1,36,93,40,45,0,0,5.07
1,37,19,12,14,7,5,4.04
1,38,23,16,17,4,3,3.66
1,39,18,15,13,5,6,4.94
1,40,26,17,20,3,2,4.07
1,41,44,20,25,2,0,4.02
1,42,13,14,15,5,5,4.22
1,43,52,28,25,0,0,4.73
1,44,22,20,25,2,0,2.97
1,45,14,11,13,8,6,3.14
1,46,115,50,45,0,0,4.64
1,47,101,55,50,0,0,4.76
1,48,24,20,24,2,0,3.72
1,49,2,2,2,0,0,1.82
1,50,36,25,28,0,0,4.19
1,51,30,18,20,3,2,3.69
1,52,2,2,2,0,0,1.57
1,53,77,45,50,0,0,2.74
1,54,80,50,57,0,0,4.39
1,55,7,6,6,6,6,2.94
1,56,55,35,38,0,0,4.03
1,57,67,45,50,0,0,3.71
1,58,38,30,35,0,0,7.53
1,59,21,20,24,2,0,4.18
1,60,107,48,42,0,0,6.61
1,61,71,45,50,0,0,5.93
1,62,139,70,75,0,0,3.32
1,63,8,7,9,8,10,3.71
1,64,6,6,6,6,6,3.38
1,65,2,2,2,0,0,1.20
1,66,16,12,15,7,5,5.65
1,67,39,20,25,2,0,4.19
1,68,81,34,38,0,0,5.89
1,69,40,26,30,0,0,5.57
1,70,7,7,7,8,8,2.72
1,71,34,20,25,2,0,7.34
1,72,20,20,24,2,0,5.41
1,73,45,30,35,0,0,2.11
1,74,46,25,30,0,0,3.43
1,75,132,50,57,0,0,3.56
1,76,2,2,2,0,0,1.13
1,77,16,15,13,5,6,3.05
1,78,146,40,45,0,0,3.80
1,79,63,30,35,0,0,2.66
1,80,181,70,75,0,0,2.82
1,81,111,60,65,0,0,5.27
1,82,14,12,13,7,6,3.42
1,83,31,20,24,2,0,3.07
1,84,49,28,32,0,0,3.92
1,85,22,20,25,2,0,2.86
1,86,28,25,28,0,0,2.31
1,87,4,4,4,2,2,1.46
1,88,15,10,13,9,6,3.87
1,89,13,10,11,9,8,4.26
1,90,48,20,17,2,3,4.63
1,91,52,25,28,0,0,5.20
1,92,78,35,37,0,0,5.39
1,93,34,20,25,2,0,3.19
1,94,146,46,52,0,0,5.33
1,95,38,20,25,2,0,4.57
1,96,25,20,24,2,0,4.39
1,97,58,30,35,0,0,2.46
1,98,31,24,27,0,0,3.14
1,99,92,38,42,0,0,3.29
1,100,32,20,25,2,0,5.11
1,101,16,14,16,5,4,2.72
1,102,101,38,40,0,0,2.95
1,103,8,10,11,9,8,2.87
1,104,13,13,15,6,5,2.36
1,105,13,8,12,9,7,4.18
1,106,113,40,45,0,0,3.44
1,107,3,3,3,0,0,1.37
1,108,127,45,50,0,0,6.26
1,109,4,4,4,2,2,1.56
1,110,7,7,7,8,8,3.00
1,111,36,20,24,2,0,2.44
1,112,50,27,32,0,0,3.06
1,113,60,36,38,0,0,3.59
1,114,13,16,19,4,2,4.61
1,115,133,38,42,0,0,4.73
1,116,79,40,45,0,0,4.64
1,117,38,25,30,0,0,3.50
1,118,35,26,34,0,0,5.40
1,119,109,35,40,0,0,3.84
1,120,15,12,14,7,5,3.66
1,121,17,13,16,6,4,4.77
1,122,3,3,3,0,0,1.34
1,123,57,20,25,2,0,4.42
1,124,12,10,14,9,5,3.04
1,125,171,60,56,0,0,4.06
1,126,63,30,33,0,0,3.48
1,127,21,15,20,5,2,3.81
1,128,54,25,32,0,0,2.69
1,129,10,8,9,9,10,3.14
1,130,22,10,13,9,6,3.92
1,131,51,25,21,0,1,3.82
1,132,71,28,30,0,0,4.61
1,133,8,8,8,9,9,2.66
1,134,28,16,19,4,2,3.64
1,135,6,6,6,6,6,1.86
1,136,10,8,10,9,9,3.42
1,137,79,30,32,0,0,4.46
1,138,3,3,3,0,0,1.17
1,139,11,9,10,10,9,3.39
1,140,54,20,24,2,0,3.85
1,141,16,15,17,5,3,3.15
1,142,2,2,2,0,0,1.15
1,143,51,20,23,2,0,4.02
1,144,17,12,15,7,5,3.36
1,145,33,20,24,2,0,3.15
1,146,17,10,12,9,7,3.99
1,147,113,28,32,0,0,5.16
1,148,142,35,40,0,0,5.57
1,149,50,24,28,0,0,4.54
1,150,187,47,53,0,0,4.97
2,110,7,7,7,8,8,2.43
2,32,42,20,23,2,0,3.14
2,114,13,8,10,9,9,2.87
2,116,79,22,26,1,0,4.21
2,135,6,6,6,6,6,2.03
2,147,113,25,28,0,0,4.96
2,120,15,10,13,9,6,3.93
2,43,52,16,20,4,2,3.89
2,106,113,23,26,0,0,3.94
2,41,44,20,24,2,0,4.09
2,97,58,20,25,2,0,4.07
2,89,13,10,10,9,9,5.47
2,102,101,24,27,0,0,3.55
2,132,71,22,26,1,0,3.27
