run,index,num_dots,answer1,answer2,points1,points2,time
1,1,58,35,48,0,0,21.76
1,2,10,12,16,7,4,8.25
1,3,77,60,80,0,0,15.24
1,4,149,100,90,0,0,6.97
1,5,229,150,100,0,0,10.52
1,6,36,30,25,0,0,6.02
1,7,24,30,40,0,0,10.50
1,8,61,50,60,0,0,6.30
1,9,98,60,75,0,0,8.62
1,10,40,20,25,2,0,8.01
1,11,22,20,24,2,0,7.97
1,12,91,50,65,0,0,10.54
1,13,17,10,12,9,7,5.17
1,14,37,28,32,0,0,6.32
1,15,121,78,80,0,0,7.87
1,16,86,60,65,0,0,8.37
1,17,124,88,90,0,0,8.50
1,18,7,6,8,6,9,5.22
1,19,4,4,4,2,2,4.68
1,20,78,90,100,0,0,9.30
1,21,3,3,3,0,0,2.74
1,22,9,8,8,9,9,6.09
1,23,7,7,8,8,9,4.24
1,24,64,50,58,0,0,9.17
1,25,198,150,165,0,0,10.59
1,26,27,20,24,2,0,6.72
1,27,31,35,40,0,0,9.04
1,28,214,160,150,0,0,10.32
1,29,31,24,30,0,0,5.92
1,30,49,40,45,0,0,4.96
1,31,111,60,70,0,0,7.53
1,32,23,20,25,2,0,5.45
1,33,207,150,155,0,0,5.76
1,34,68,45,55,0,0,4.82
1,35,76,45,55,0,0,7.09
1,36,100,70,100,0,0,6.26
1,37,42,40,35,0,0,4.52
1,38,58,40,45,0,0,5.27
1,39,77,50,55,0,0,5.48
1,40,41,40,35,0,0,3.77
1,41,96,60,70,0,0,4.87
1,42,87,60,75,0,0,4.63
1,43,9,8,10,9,9,5.81
1,44,34,30,40,0,0,4.95
1,45,8,7,7,8,8,3.95
1,46,61,35,38,0,0,4.94
1,47,9,8,8,9,9,3.91
1,48,11,10,12,9,7,7.76
1,49,84,60,65,0,0,6.29
1,50,57,35,45,0,0,5.50
1,51,39,40,45,0,0,5.94
1,52,59,50,65,0,0,4.82
1,53,56,45,50,0,0,5.51
1,54,103,65,70,0,0,7.56
1,55,72,50,55,0,0,5.45
1,56,30,25,30,0,0,4.67
1,57,3,3,3,0,0,2.24
1,58,17,20,25,2,0,4.76
1,59,16,15,18,5,3,8.26
1,60,115,60,70,0,0,5.68
1,61,62,35,45,0,0,4.08
1,62,11,15,12,5,7,4.37
1,63,114,45,55,0,0,5.20
1,64,15,20,15,2,5,7.61
1,65,20,20,25,2,0,4.01
1,66,2,2,2,0,0,2.16
1,67,25,25,35,0,0,4.55
1,68,43,35,40,0,0,7.17
1,69,55,40,45,0,0,4.23
1,70,58,45,50,0,0,3.80
1,71,106,60,70,0,0,5.34
1,72,93,65,75,0,0,6.36
1,73,61,40,50,0,0,5.09
1,74,75,50,60,0,0,4.80
1,75,41,40,50,0,0,4.91
1,76,7,6,6,6,6,4.16
1,77,35,25,30,0,0,4.72
1,78,10,9,10,10,9,5.81
1,79,26,25,30,0,0,7.85
1,80,76,45,50,0,0,3.59
1,81,93,45,55,0,0,6.68
1,82,8,7,8,8,9,3.96
1,83,2,2,2,0,0,2.46
1,84,5,5,5,4,4,3.29
1,85,32,40,45,0,0,5.37
1,86,142,70,80,0,0,3.96
1,87,76,50,60,0,0,3.59
1,88,17,20,25,2,0,3.42
1,89,4,4,4,2,2,2.28
1,90,21,30,40,0,0,4.99
1,91,6,6,6,6,6,3.61
1,92,9,9,10,10,9,4.89
1,93,41,25,35,0,0,3.22
