run,index,num_dots,answer1,answer2,points1,points2,time
1,1,26,20,22,2,1,6.80
1,2,49,25,24,0,0,5.82
1,3,17,15,17,5,3,2.75
1,4,37,18,19,3,2,3.89
1,5,29,22,20,1,2,3.89
1,6,94,50,45,0,0,4.43
1,7,34,23,24,0,0,6.05
1,8,26,18,17,3,3,2.53
1,9,12,10,11,9,8,1.92
1,10,86,58,60,0,0,3.92
1,11,54,35,40,0,0,3.44
1,12,78,40,41,0,0,3.37
1,13,168,60,70,0,0,3.15
1,14,44,20,22,2,1,1.93
1,15,6,6,6,6,6,3.56
1,16,46,30,25,0,0,5.91
1,17,14,12,13,7,6,2.09
1,18,110,75,60,0,0,3.89
1,19,4,4,4,2,2,1.26
1,20,54,28,30,0,0,5.32
1,21,96,50,55,0,0,2.64
1,22,60,40,45,0,0,1.62
1,23,116,60,55,0,0,2.22
1,24,95,45,50,0,0,3.12
1,25,55,30,40,0,0,2.44
1,26,8,8,8,9,9,2.62
1,27,9,9,9,10,10,2.48
1,28,15,11,12,8,7,3.35
1,29,40,25,22,0,1,4.44
1,30,48,40,45,0,0,5.08
1,31,34,25,28,0,0,3.91
1,32,84,50,60,0,0,3.86
1,33,7,7,7,8,8,2.89
1,34,86,50,50,0,0,3.40
1,35,15,14,15,5,5,4.73
1,36,90,40,45,0,0,3.46
1,37,27,20,22,2,1,1.67
1,38,29,16,18,4,3,2.17
1,39,20,15,17,5,3,2.40
1,40,25,20,18,2,3,2.65
1,41,3,3,3,0,0,1.09
1,42,46,20,25,2,0,1.99
1,43,56,30,32,0,0,2.41
1,44,63,50,45,0,0,2.17
1,45,67,40,35,0,0,1.85
1,46,56,35,45,0,0,2.11
1,47,109,50,65,0,0,1.64
1,48,96,45,40,0,0,3.64
1,49,15,13,14,6,5,3.89
1,50,83,30,33,0,0,4.50
1,51,121,50,65,0,0,2.34
1,52,13,12,13,7,6,2.76
1,53,133,65,70,0,0,1.96
1,54,66,30,40,0,0,4.50
1,55,27,15,16,5,4,2.33
1,56,87,40,42,0,0,3.98
1,57,18,15,16,5,4,4.01
1,58,15,15,14,5,5,2.39
1,59,129,40,45,0,0,1.62
1,60,34,20,22,2,1,5.34
1,61,101,40,45,0,0,3.43
1,62,67,30,32,0,0,1.66
1,63,4,4,4,2,2,0.84
1,64,6,6,6,6,6,1.88
1,65,37,15,20,5,2,3.93
1,66,15,13,14,6,5,4.11
1,67,18,13,14,6,5,3.93
1,68,10,9,9,10,10,2.54
1,69,20,15,14,5,5,3.16
1,70,64,25,30,0,0,2.62
1,71,39,15,16,5,4,6.67
1,72,25,14,18,5,3,5.58
1,73,78,30,35,0,0,1.78
1,74,239,80,89,0,0,4.92
1,75,71,25,30,0,0,2.46
1,76,38,20,22,2,1,4.28
1,77,155,50,55,0,0,1.72
1,78,16,15,16,5,4,5.54
1,79,123,40,45,0,0,1.72
1,80,12,11,12,8,7,3.50
1,81,3,3,3,0,0,1.38
1,82,13,11,12,8,7,2.71
1,83,19,18,18,3,3,5.42
1,84,70,20,30,2,0,2.23
1,85,4,4,4,2,2,0.81
1,86,35,20,22,2,1,2.61
1,87,13,14,15,5,5,3.85
1,88,46,15,20,5,2,2.28
1,89,47,20,25,2,0,1.83
1,90,31,18,20,3,2,2.25
1,91,4,4,4,2,2,1.11
1,92,11,11,12,8,7,2.71
1,93,100,30,34,0,0,1.35
1,94,102,40,44,0,0,3.48
1,95,2,2,2,0,0,0.81
1,96,77,3,40,0,0,5.32
1,97,104,40,44,0,0,1.53
1,98,26,18,19,3,2,3.15
1,99,124,30,35,0,0,1.95
1,100,4,4,4,2,2,0.90
1,101,103,40,45,0,0,4.43
1,102,36,18,19,3,2,2.88
1,103,87,30,45,0,0,2.38
1,104,62,35,38,0,0,5.85
1,105,55,25,28,0,0,3.38
1,106,18,15,14,5,5,3.53
1,107,2,2,2,0,0,0.65
1,108,35,24,23,0,0,2.86
1,109,14,13,14,6,5,4.14
1,110,270,80,90,0,0,1.67
1,111,13,11,12,8,7,4.66
1,112,19,12,13,7,6,1.88
1,113,48,18,19,3,2,1.55
1,114,21,18,19,3,2,2.93
1,115,72,25,26,0,0,1.97
1,116,33,19,20,2,2,2.87
1,117,217,50,55,0,0,3.93
1,118,45,20,24,2,0,2.26
1,119,56,18,19,3,2,4.92
1,120,65,22,25,1,0,4.68
1,121,29,18,19,3,2,5.15
1,122,35,17,20,3,2,3.10
1,123,10,9,10,10,9,3.35
1,124,10,9,9,10,10,2.38
1,125,90,24,25,0,0,2.46
1,126,6,6,6,6,6,2.10
1,127,86,19,20,2,2,4.49
1,128,106,55,50,0,0,7.08
1,129,119,40,45,0,0,3.54
1,130,17,13,15,6,5,3.58
1,131,136,40,45,0,0,2.72
1,132,67,25,30,0,0,2.26
1,133,50,28,30,0,0,3.27
1,134,2,2,2,0,0,0.78
1,135,8,8,8,9,9,2.37
1,136,70,18,20,3,2,1.74
1,137,67,20,22,2,1,1.53
1,138,62,20,22,2,1,1.45
1,139,123,35,36,0,0,2.67
1,140,95,28,29,0,0,2.20
1,141,93,30,32,0,0,2.83
1,142,10,10,11,9,8,4.71
1,143,31,19,20,2,2,2.51
1,144,269,50,55,0,0,4.76
1,145,2,2,2,0,0,0.68
1,146,157,35,40,0,0,4.07
1,147,5,5,5,4,4,1.58
1,148,113,50,50,0,0,4.36
1,149,20,18,20,3,2,3.64
1,150,19,15,156,5,0,4.97
2,36,90,25,30,0,0,1.58
2,43,56,25,24,0,0,2.20
2,6,94,30,32,0,0,3.40
2,83,19,10,11,9,8,1.80
2,62,67,20,26,2,0,2.66
2,14,44,18,19,3,2,2.02
2,35,15,13,14,6,5,3.40
2,78,16,14,13,5,6,1.82
2,82,13,11,10,8,9,2.98
2,49,15,13,14,6,5,4.54
2,1,26,16,17,4,3,3.62
2,141,93,26,27,0,0,4.31
2,102,36,19,22,2,1,3.44
2,4,37,22,25,1,0,3.21
2,13,168,45,40,0,0,2.12
