sid,year,date,type,stimulus,response,rt1,rt2
26,2012,2012-03-20.1735,train,3,3,4.093,5.907
26,2012,2012-03-20.1735,train,7,7,2.961,4.388
26,2012,2012-03-20.1735,train,22,22,0.664,1.783
26,2012,2012-03-20.1735,train,164,164,2.574,5.245
26,2012,2012-03-20.1735,train,50,50,0.674,1.782
26,2012,2012-03-20.1735,test,90,50,2.515,3.647
26,2012,2012-03-20.1735,test,5,5,1.725,2.455
26,2012,2012-03-20.1735,test,25,22,3.787,4.842
26,2012,2012-03-20.1735,test,4,4,1.737,2.219
26,2012,2012-03-20.1735,test,3,3,3.526,4.287
26,2012,2012-03-20.1735,test,15,10,2.526,3.464
26,2012,2012-03-20.1735,test,12,11,1.709,2.438
26,2012,2012-03-20.1735,test,120,32,2.848,4.338
26,2012,2012-03-20.1735,test,5,5,2.998,3.362
26,2012,2012-03-20.1735,test,40,11,1.894,2.606
26,2012,2012-03-20.1735,test,20,10,1.167,1.917
26,2012,2012-03-20.1735,test,4,4,1.289,1.782
26,2012,2012-03-20.1735,test,3,3,1.980,2.404
26,2012,2012-03-20.1735,test,3,3,1.222,1.883
26,2012,2012-03-20.1735,test,7,6,1.499,2.068
26,2012,2012-03-20.1735,test,75,44,1.408,2.186
26,2012,2012-03-20.1735,test,50,50,2.574,3.531
26,2012,2012-03-20.1735,test,5,5,1.371,1.799
26,2012,2012-03-20.1735,test,3,3,1.404,1.816
26,2012,2012-03-20.1735,test,8,7,2.933,3.632
26,2012,2012-03-20.1735,test,8,6,1.733,2.404
26,2012,2012-03-20.1735,test,15,15,4.529,5.531
26,2012,2012-03-20.1735,test,75,19,3.259,5.296
26,2012,2012-03-20.1735,test,90,23,1.631,2.152
26,2012,2012-03-20.1735,test,8,7,2.726,3.463
26,2012,2012-03-20.1735,test,7,8,3.641,4.287
26,2012,2012-03-20.1735,test,15,7,7.815,8.524
26,2012,2012-03-20.1735,test,12,9,1.741,2.573
26,2012,2012-03-20.1735,test,15,61,2.254,3.749
26,2012,2012-03-20.1735,test,4,16,3.257,5.077
26,2012,2012-03-20.1735,test,90,50,1.435,2.438
26,2012,2012-03-20.1735,test,15,15,3.269,4.338
26,2012,2012-03-20.1735,test,30,15,1.218,2.942
26,2012,2012-03-20.1735,test,8,14,4.852,6.036
26,2012,2012-03-20.1735,test,90,51,1.708,2.741
26,2012,2012-03-20.1735,test,60,65,2.312,3.161
26,2012,2012-03-20.1735,test,60,41,1.753,2.673
26,2012,2012-03-20.1735,test,8,74,2.864,3.867
26,2012,2012-03-20.1735,test,3,3,1.693,1.950
26,2012,2012-03-20.1735,test,90,85,2.388,3.262
26,2012,2012-03-20.1735,test,60,41,2.701,3.598
26,2012,2012-03-20.1735,test,15,52,1.471,2.471
26,2012,2012-03-20.1735,test,30,16,3.856,6.120
26,2012,2012-03-20.1735,test,30,18,3.231,5.296
26,2012,2012-03-20.1735,test,90,15,3.998,4.909
26,2012,2012-03-20.1735,test,60,26,5.079,6.136
26,2012,2012-03-20.1735,test,3,3,1.862,1.933
26,2012,2012-03-20.1735,test,30,0,2.134,2.152
26,2012,2012-03-20.1735,test,8,5,1.718,1.832
26,2012,2012-03-20.1735,test,40,10,2.021,2.573
26,2012,2012-03-20.1735,test,60,55,1.381,2.673
26,2012,2012-03-20.1735,test,3,0,1.732,1.748
26,2012,2012-03-20.1735,test,120,99,2.384,3.245
26,2012,2012-03-20.1735,test,30,55,1.627,3.463
26,2012,2012-03-20.1735,test,8,0,0.931,0.941
26,2012,2012-03-20.1735,test,15,565,1.654,2.858
26,2012,2012-03-20.1735,test,20,5,1.099,1.883
26,2012,2012-03-20.1735,test,20,12,1.337,2.169
26,2012,2012-03-20.1735,test,15,15,2.664,3.514
26,2012,2012-03-20.1735,test,7,19,2.158,12.492
26,2012,2012-03-20.1735,test,7,11,2.442,3.732
26,2012,2012-03-20.1735,test,7,6,1.653,2.471
26,2012,2012-03-20.1735,test,20,10,1.485,2.354
26,2012,2012-03-20.1735,test,15,11,1.891,3.026
26,2012,2012-03-20.1735,test,7,6,1.168,1.732
26,2012,2012-03-20.1735,test,25,16,2.764,4.018
26,2012,2012-03-20.1735,test,20,55,1.114,1.866
26,2012,2012-03-20.1735,test,60,555,1.703,3.245
26,2012,2012-03-20.1735,test,5,5,2.329,3.228
26,2012,2012-03-20.1735,test,12,99,1.157,2.152
26,2012,2012-03-20.1735,test,25,99,1.252,2.152
26,2012,2012-03-20.1735,test,60,99,1.349,2.152
26,2012,2012-03-20.1735,test,90,1,2.416,12.290
