sid,year,date,type,stimulus,response,rt1,rt2
111,2012,2012-03-21.1638,train,3,3,4.797,5.615
111,2012,2012-03-21.1638,train,7,7,3.214,4.290
111,2012,2012-03-21.1638,train,22,22,1.547,2.655
111,2012,2012-03-21.1638,train,164,164,2.392,5.793
111,2012,2012-03-21.1638,train,50,50,1.517,10.534
111,2012,2012-03-21.1638,test,120,12,1.525,2.937
111,2012,2012-03-21.1638,test,120,65,2.925,3.840
111,2012,2012-03-21.1638,test,5,4,2.543,3.105
111,2012,2012-03-21.1638,test,7,7,2.975,3.673
111,2012,2012-03-21.1638,test,30,5,0.536,1.085
111,2012,2012-03-21.1638,test,8,2,1.124,1.803
111,2012,2012-03-21.1638,test,90,622000000000000,1.257,4.274
111,2012,2012-03-21.1638,test,60,35,3.031,3.890
111,2012,2012-03-21.1638,test,40,8,0.343,2.137
111,2012,2012-03-21.1638,test,4,0,1.652,1.670
111,2012,2012-03-21.1638,test,8,36,0.882,1.620
111,2012,2012-03-21.1638,test,90,352,0.286,1.903
111,2012,2012-03-21.1638,test,60,59,0.137,1.419
111,2012,2012-03-21.1638,test,20,15,3.578,5.109
111,2012,2012-03-21.1638,test,8,7,10.365,10.734
111,2012,2012-03-21.1638,test,75,95,1.297,3.122
111,2012,2012-03-21.1638,test,20,2,0.856,1.118
111,2012,2012-03-21.1638,test,90,233,0.060,1.169
111,2012,2012-03-21.1638,test,60,22625265656,1.004,3.406
111,2012,2012-03-21.1638,test,90,15,1.761,4.407
111,2012,2012-03-21.1638,test,15,79,2.987,4.257
111,2012,2012-03-21.1638,test,90,5,0.155,2.805
111,2012,2012-03-21.1638,test,8,6,2.513,3.422
111,2012,2012-03-21.1638,test,60,56,1.702,4.290
111,2012,2012-03-21.1638,test,15,695,0.741,2.204
111,2012,2012-03-21.1638,test,8,65,7.836,8.381
111,2012,2012-03-21.1638,test,90,96,0.216,1.135
111,2012,2012-03-21.1638,test,40,88,0.490,1.853
111,2012,2012-03-21.1638,test,8,6666666,0.311,2.738
111,2012,2012-03-21.1638,test,8,8,0.078,0.467
111,2012,2012-03-21.1638,test,90,68,0.604,1.018
111,2012,2012-03-21.1638,test,30,6,0.547,0.935
111,2012,2012-03-21.1638,test,60,35,0.582,1.152
111,2012,2012-03-21.1638,test,60,53,0.960,1.786
111,2012,2012-03-21.1638,test,75,43,2.031,4.290
111,2012,2012-03-21.1638,test,15,23,0.087,0.685
111,2012,2012-03-21.1638,test,3,0,0.403,0.417
111,2012,2012-03-21.1638,test,50,0,0.059,0.067
111,2012,2012-03-21.1638,test,3,0,0.362,0.367
111,2012,2012-03-21.1638,test,20,0,0.602,0.618
111,2012,2012-03-21.1638,test,90,7,0.465,0.885
111,2012,2012-03-21.1638,test,60,7,0.406,0.634
111,2012,2012-03-21.1638,test,90,0,0.647,0.668
111,2012,2012-03-21.1638,test,3,0,0.301,0.317
111,2012,2012-03-21.1638,test,3,0,0.322,0.334
111,2012,2012-03-21.1638,test,8,0,0.317,0.334
111,2012,2012-03-21.1638,test,30,0,0.512,0.534
111,2012,2012-03-21.1638,test,15,0,0.436,0.451
111,2012,2012-03-21.1638,test,30,5,0.228,0.818
111,2012,2012-03-21.1638,test,60,5,1.019,1.402
111,2012,2012-03-21.1638,test,75,5,0.373,0.868
111,2012,2012-03-21.1638,test,5,6,0.276,0.584
111,2012,2012-03-21.1638,test,90,52,0.220,1.319
111,2012,2012-03-21.1638,test,4,4,2.098,3.055
111,2012,2012-03-21.1638,test,20,6,1.044,1.285
111,2012,2012-03-21.1638,test,8,0,1.725,1.736
111,2012,2012-03-21.1638,test,120,0,0.336,0.351
111,2012,2012-03-21.1638,test,3,0,0.474,0.484
111,2012,2012-03-21.1638,test,90,0,0.368,0.384
111,2012,2012-03-21.1638,test,120,2554,0.445,1.803
111,2012,2012-03-21.1638,test,3,65,2.844,3.472
