sid,year,date,type,stimulus,response,rt1,rt2
46,2012,2012-03-21.1342,train,3,3,2.042,2.541
46,2012,2012-03-21.1342,train,7,7,3.055,3.769
46,2012,2012-03-21.1342,train,22,22,1.351,2.790
46,2012,2012-03-21.1342,train,164,164,2.284,10.412
46,2012,2012-03-21.1342,train,50,50,1.219,2.657
46,2012,2012-03-21.1342,test,40,50,4.331,6.077
46,2012,2012-03-21.1342,test,30,60,5.295,6.924
46,2012,2012-03-21.1342,test,15,7,1.620,2.707
46,2012,2012-03-21.1342,test,60,20,4.366,6.227
46,2012,2012-03-21.1342,test,30,60,2.148,4.018
46,2012,2012-03-21.1342,test,15,5,10.074,10.710
46,2012,2012-03-21.1342,test,30,2,2.501,3.155
46,2012,2012-03-21.1342,test,25,3,0.851,1.760
46,2012,2012-03-21.1342,test,60,5,1.563,2.225
46,2012,2012-03-21.1342,test,60,100,2.234,5.795
46,2012,2012-03-21.1342,test,8,6,4.504,5.430
46,2012,2012-03-21.1342,test,5,5,3.131,3.736
46,2012,2012-03-21.1342,test,7,6,3.956,4.550
46,2012,2012-03-21.1342,test,120,100,1.574,4.699
46,2012,2012-03-21.1342,test,25,5,6.844,21.055
46,2012,2012-03-21.1342,test,40,60,1.923,3.421
46,2012,2012-03-21.1342,test,30,35,2.063,3.603
46,2012,2012-03-21.1342,test,3,3,2.965,3.703
46,2012,2012-03-21.1342,test,8,6,3.791,4.317
46,2012,2012-03-21.1342,test,60,50,1.930,3.005
46,2012,2012-03-21.1342,test,30,36,3.342,4.301
46,2012,2012-03-21.1342,test,75,100,1.098,2.790
46,2012,2012-03-21.1342,test,15,31,1.725,7.755
46,2012,2012-03-21.1342,test,75,100,1.195,3.221
46,2012,2012-03-21.1342,test,3,32,2.023,3.238
46,2012,2012-03-21.1342,test,60,100,1.113,2.756
46,2012,2012-03-21.1342,test,60,23,2.240,3.288
46,2012,2012-03-21.1342,test,40,23,1.081,2.242
46,2012,2012-03-21.1342,test,50,23,0.920,2.142
46,2012,2012-03-21.1342,test,15,23,1.171,2.607
46,2012,2012-03-21.1342,test,30,0,1.329,1.345
46,2012,2012-03-21.1342,test,8,52,2.488,3.836
46,2012,2012-03-21.1342,test,4,4,3.877,5.280
46,2012,2012-03-21.1342,test,60,100,1.044,2.773
46,2012,2012-03-21.1342,test,3,23,2.304,3.122
46,2012,2012-03-21.1342,test,15,50,3.663,5.081
46,2012,2012-03-21.1342,test,30,32,1.903,3.255
46,2012,2012-03-21.1342,test,30,2,3.306,3.869
46,2012,2012-03-21.1342,test,90,100,0.906,2.109
46,2012,2012-03-21.1342,test,8,6,4.781,5.380
46,2012,2012-03-21.1342,test,4,4,2.842,3.288
46,2012,2012-03-21.1342,test,90,100,0.826,2.557
46,2012,2012-03-21.1342,test,50,100,2.597,4.251
46,2012,2012-03-21.1342,test,60,10,1.022,3.288
