part,num_dots,answer,feedback,a,points,time
1,60,20,False,0.000000,0,12.71
1,4,5,False,0.000000,0,2.72
1,121,50,False,0.000000,0,3.41
1,33,30,False,0.000000,0,4.07
1,6,6,False,0.000000,0,2.44
1,36,25,False,0.000000,0,3.72
1,78,50,False,0.000000,0,2.81
1,24,20,False,0.000000,0,2.77
1,56,35,False,0.000000,0,4.95
1,82,50,False,0.000000,0,2.21
1,5,5,False,0.000000,0,1.86
1,68,50,False,0.000000,0,5.19
1,144,60,False,0.000000,0,2.14
1,17,15,False,0.000000,0,4.06
1,47,30,False,0.000000,0,3.86
1,46,25,False,0.000000,0,3.09
1,213,70,False,0.000000,0,2.72
1,32,25,False,0.000000,0,5.08
1,29,20,False,0.000000,0,3.71
1,25,20,False,0.000000,0,2.52
1,20,15,False,0.000000,0,2.58
1,36,20,False,0.000000,0,2.88
1,79,35,False,0.000000,0,4.20
1,34,25,False,0.000000,0,4.72
1,15,15,False,0.000000,0,4.31
1,13,15,False,0.000000,0,3.32
1,60,25,False,0.000000,0,4.02
1,56,30,False,0.000000,0,2.46
1,36,30,False,0.000000,0,5.29
1,44,30,False,0.000000,0,4.72
1,152,50,False,0.000000,0,2.26
1,46,25,False,0.000000,0,3.52
1,50,23,False,0.000000,0,4.26
1,15,20,False,0.000000,0,5.62
1,56,25,False,0.000000,0,4.85
1,10,9,False,0.000000,0,6.22
1,53,25,False,0.000000,0,4.22
1,94,35,False,0.000000,0,2.80
1,10,10,False,0.000000,0,2.91
1,4,4,False,0.000000,0,1.94
1,97,50,False,0.000000,0,2.46
1,13,15,False,0.000000,0,4.71
1,72,40,False,0.000000,0,5.07
1,69,40,False,0.000000,0,2.64
1,115,60,False,0.000000,0,3.95
1,37,25,False,0.000000,0,3.22
1,2,2,False,0.000000,0,1.45
1,279,70,False,0.000000,0,5.36
1,20,15,False,0.000000,0,2.79
1,62,30,False,0.000000,0,2.68
1,54,30,False,0.000000,0,3.17
1,88,40,False,0.000000,0,3.49
1,132,70,False,0.000000,0,2.21
1,69,50,False,0.000000,0,2.36
1,37,25,False,0.000000,0,4.50
1,20,20,False,0.000000,0,3.45
1,7,8,False,0.000000,0,10.56
1,17,15,False,0.000000,0,7.19
1,14,12,False,0.000000,0,3.84
1,64,30,False,0.000000,0,5.64
1,163,60,False,0.000000,0,2.39
1,60,50,False,0.000000,0,2.44
1,9,10,False,0.000000,0,7.20
1,6,6,False,0.000000,0,3.02
1,59,30,False,0.000000,0,4.72
1,10,10,False,0.000000,0,5.34
1,181,70,False,0.000000,0,2.29
1,26,25,False,0.000000,0,4.14
1,102,30,False,0.000000,0,4.26
1,14,15,False,0.000000,0,7.28
1,33,15,False,0.000000,0,2.54
1,26,14,False,0.000000,0,3.28
1,40,20,False,0.000000,0,6.07
1,18,25,False,0.000000,0,7.69
1,64,30,False,0.000000,0,2.29
1,62,30,False,0.000000,0,2.31
1,58,30,False,0.000000,0,2.34
1,16,15,False,0.000000,0,2.07
1,34,20,False,0.000000,0,2.78
1,29,20,False,0.000000,0,4.84
1,43,23,False,0.000000,0,2.71
1,80,30,False,0.000000,0,5.11
1,51,27,False,0.000000,0,5.28
1,27,25,False,0.000000,0,5.68
1,28,24,False,0.000000,0,3.21
1,30,24,False,0.000000,0,4.54
1,34,27,False,0.000000,0,4.76
1,14,15,False,0.000000,0,3.49
1,189,60,False,0.000000,0,2.64
1,48,25,False,0.000000,0,8.35
1,42,25,False,0.000000,0,2.37
1,48,25,False,0.000000,0,2.69
1,15,14,False,0.000000,0,3.70
1,13,17,False,0.000000,0,4.47
1,40,19,False,0.000000,0,2.39
1,21,17,False,0.000000,0,2.39
1,47,18,False,0.000000,0,2.91
1,15,14,False,0.000000,0,6.49
1,66,25,False,0.000000,0,4.74
1,65,27,False,0.000000,0,5.24
2,25,13,True,0.750000,7,6.03
2,7,7,True,0.750000,10,3.41
2,9,8,True,0.750000,9,4.98
2,24,15,True,0.750000,8,5.17
2,12,16,True,0.750000,9,6.77
2,25,24,True,0.750000,10,3.80
2,9,9,True,0.750000,10,4.95
2,3,3,True,0.750000,10,1.52
2,53,30,True,0.750000,3,7.62
2,71,50,True,0.750000,4,5.71
2,81,45,True,0.750000,4,7.81
2,60,40,True,0.750000,3,8.77
2,43,35,True,0.750000,3,7.45
2,95,4,True,0.750000,0,8.06
2,5,6,True,0.750000,9,2.94
2,101,45,True,0.750000,4,2.40
2,15,16,True,0.750000,10,8.25
2,83,47,True,0.750000,4,5.40
2,3,3,True,0.750000,10,1.45
2,78,49,True,0.750000,4,5.81
2,40,24,True,0.750000,2,5.42
2,35,19,True,0.750000,2,4.35
2,54,30,True,0.750000,3,5.05
2,101,36,True,0.750000,3,7.64
2,43,22,True,0.750000,2,3.03
2,56,32,True,0.750000,3,4.00
2,164,60,True,0.750000,5,2.90
2,82,30,True,0.750000,3,6.50
2,59,5,True,0.750000,0,1.75
2,5,5,True,0.750000,10,4.11
2,53,28,True,0.750000,2,4.95
2,39,18,True,0.750000,2,3.52
2,112,60,True,0.750000,5,11.13
2,50,34,True,0.750000,3,5.02
2,13,12,True,0.750000,10,6.24
2,82,37,True,0.750000,3,7.02
2,37,24,True,0.750000,2,13.62
2,213,60,True,0.750000,5,3.60
2,21,20,True,0.750000,10,3.08
2,42,20,True,0.750000,2,2.02
2,142,30,True,0.750000,3,2.36
2,24,20,True,0.750000,9,2.62
2,16,19,True,0.750000,9,4.38
2,32,17,True,0.750000,2,6.36
2,51,19,True,0.750000,2,3.78
2,2,2,True,0.750000,10,1.29
2,59,37,True,0.750000,3,4.11
2,4,4,True,0.750000,10,2.94
2,27,19,True,0.750000,8,9.38
2,7,7,True,0.750000,10,2.99
2,116,50,True,0.750000,4,3.19
2,8,9,True,0.750000,9,3.21
2,17,14,True,0.750000,9,4.88
2,21,19,True,0.750000,10,4.13
2,120,25,True,0.750000,2,10.53
2,10,13,True,0.750000,9,3.83
2,34,18,True,0.750000,2,3.07
2,54,20,True,0.750000,2,2.33
2,3,3,True,0.750000,10,1.52
2,16,20,True,0.750000,9,5.35
2,16,21,True,0.750000,9,3.63
2,15,18,True,0.750000,9,4.54
2,50,30,True,0.750000,3,2.65
2,9,12,True,0.750000,9,3.14
2,5,5,True,0.750000,10,3.06
2,78,15,True,0.750000,1,9.84
2,96,50,True,0.750000,4,5.49
2,14,17,True,0.750000,9,4.83
2,17,16,True,0.750000,10,2.41
2,7,6,True,0.750000,9,4.21
2,169,75,True,0.750000,6,6.30
2,130,80,True,0.750000,6,3.71
2,133,90,True,0.750000,6,4.46
2,3,3,True,0.750000,10,1.65
2,48,3,True,0.750000,0,4.37
2,45,6,True,0.750000,0,3.30
2,19,19,True,0.750000,10,9.61
2,18,16,True,0.750000,9,7.13
2,21,19,True,0.750000,10,2.24
2,15,15,True,0.750000,10,2.57
2,2,2,True,0.750000,10,1.27
2,87,35,True,0.750000,3,2.68
2,29,13,True,0.750000,7,4.62
2,76,40,True,0.750000,3,2.52
2,90,60,True,0.750000,5,2.64
2,148,70,True,0.750000,5,1.91
2,69,50,True,0.750000,4,3.12
2,3,3,True,0.750000,10,1.80
2,104,50,True,0.750000,4,4.32
2,6,6,True,0.750000,10,3.00
2,129,30,True,0.750000,3,9.22
2,21,20,True,0.750000,10,2.13
2,82,38,True,0.750000,3,4.62
2,15,16,True,0.750000,10,4.51
2,2,2,True,0.750000,10,1.44
2,73,35,True,0.750000,3,4.07
2,13,15,True,0.750000,9,4.09
2,53,17,True,0.750000,2,5.13
2,15,16,True,0.750000,10,7.59
2,23,14,True,0.750000,8,3.28
3,12,14,False,0.000000,0,3.83
3,109,40,False,0.000000,0,2.54
3,51,37,False,0.000000,0,2.99
3,29,32,False,0.000000,0,6.97
3,43,30,False,0.000000,0,5.69
3,7,5,False,0.000000,0,4.71
3,104,40,False,0.000000,0,8.26
3,24,20,False,0.000000,0,2.06
3,4,4,False,0.000000,0,1.41
3,21,16,False,0.000000,0,3.19
3,40,23,False,0.000000,0,3.19
3,82,30,False,0.000000,0,3.21
3,23,23,False,0.000000,0,3.99
3,58,32,False,0.000000,0,6.77
3,13,12,False,0.000000,0,4.94
3,42,28,False,0.000000,0,8.93
3,17,16,False,0.000000,0,2.67
3,18,18,False,0.000000,0,3.58
3,25,26,False,0.000000,0,4.88
3,52,31,False,0.000000,0,3.49
3,21,32,False,0.000000,0,4.51
3,13,20,False,0.000000,0,5.01
3,28,20,False,0.000000,0,2.29
3,4,4,False,0.000000,0,1.76
3,74,34,False,0.000000,0,6.14
3,31,40,False,0.000000,0,5.94
3,18,30,False,0.000000,0,3.49
3,3,3,False,0.000000,0,1.54
3,123,30,False,0.000000,0,8.82
3,8,10,False,0.000000,0,3.16
3,6,7,False,0.000000,0,2.51
3,22,14,False,0.000000,0,3.72
3,201,50,False,0.000000,0,2.22
3,71,40,False,0.000000,0,5.14
3,103,34,False,0.000000,0,15.17
3,23,24,False,0.000000,0,2.22
3,85,35,False,0.000000,0,2.11
3,68,31,False,0.000000,0,3.47
3,20,21,False,0.000000,0,3.11
3,44,21,False,0.000000,0,5.36
3,36,21,False,0.000000,0,2.61
3,50,35,False,0.000000,0,6.60
3,24,32,False,0.000000,0,4.13
3,6,6,False,0.000000,0,5.96
3,13,24,False,0.000000,0,8.57
3,35,34,False,0.000000,0,2.53
3,87,40,False,0.000000,0,1.89
3,55,27,False,0.000000,0,2.63
